Date/Time,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),Gas:Facility [J](Hourly),Gas:HVAC [J](Hourly),Pumps:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),Electricity:HVAC [J](Hourly),ElectricityNet:Facility [J](Hourly),ElectricityPurchased:Facility [J](Hourly),Fans:Electricity [J](Hourly) 
 01/31  20:00:00,26551900.78,0,4597009.177,0,8652.895022,29158128,60292977.94,191187222.3,12880768.12,47122106.66,54605356.79,191187222.3,191187222.3,15172687.89
 01/31  21:00:00,20530299.94,0,4597009.177,0,8652.895022,29158128,60292977.94,176371057.9,19793573.43,31414737.77,55496561.27,176371057.9,176371057.9,15172687.89
 01/31  22:00:00,25610134.04,0,4597009.177,0,8652.895022,29158128,55621997.01,178890687.4,21904349.81,31414737.77,62687171.75,178890687.4,178890687.4,15172687.89
 01/31  23:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,100496146.8,0,15707368.89,0,100496146.8,100496146.8,0
 01/31  24:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,92642462.35,0,7853684.444,0,92642462.35,92642462.35,0
 02/01  01:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 02/01  02:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 02/01  03:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 02/01  04:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 02/01  05:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 02/01  06:00:00,0,0,4597009.177,0,0,18840654,45974605.75,82190667.82,0,17375408.06,0,82190667.82,82190667.82,0
 02/01  07:00:00,2568188.24,0,4597009.177,0,8652.895022,29158128,55621997.01,154990461.8,36753438.89,15707368.89,54494315.02,154990461.8,154990461.8,15172687.89
 02/01  08:00:00,0,0,4597009.177,0,8652.895022,4859688,96493080.11,200612309.6,36956094.03,47122106.66,52128781.93,200612309.6,200612309.6,15172687.89
 02/01  09:00:00,0,0,4597009.177,0,8652.895022,0,205723914.2,371751547.1,3840496.571,141366320,24652659.99,371751547.1,371751547.1,20812163.42
 02/01  10:00:00,0,0,4597009.177,0,8652.895022,0,175362538.2,334260333.7,263529.1342,141366320,17522822.61,334260333.7,334260333.7,17259293.47
 02/01  11:00:00,0,0,4597009.177,0,8652.895022,0,168356066.8,326395730,0,141366320,16664690.31,326395730,326395730,16664690.31
 02/01  12:00:00,0,0,8879238.199,0,8652.895022,0,175362538.2,334490586,0,141366320,17753074.87,334490586,334490586,17753074.87
 02/01  13:00:00,0,0,17680919.29,0,8652.895022,0,178973217.5,341918563.5,0,141366320,21570373.14,341918563.5,341918563.5,21570373.14
 02/01  14:00:00,13211453.64,0,13299803.04,0,8652.895022,0,181201264.4,363699342.7,0,141366320,41123105.45,363699342.7,363699342.7,27911651.81
 02/01  15:00:00,23866447.63,0,12992944.02,0,8652.895022,0,168356066.8,360148961.2,0,141366320,50417921.49,360148961.2,360148961.2,26551473.86
 02/01  16:00:00,28858146.66,0,8761505.231,0,8652.895022,0,168356066.8,365771143.3,0,141366320,56040103.6,365771143.3,365771143.3,27181956.95
 02/01  17:00:00,21335263.12,0,13111342.92,0,8652.895022,0,178865773.9,367114725.7,0,141366320,46873978.94,367114725.7,367114725.7,25538715.82
 02/01  18:00:00,3005710.827,0,8713459.361,0,8652.895022,4859688,141927700.6,255497551.4,7271735.173,78536844.44,30164665.49,255497551.4,255497551.4,19887219.49
 02/01  19:00:00,0,3191819.954,7788829.131,3191819.954,8652.895022,29158128,69634939.79,186331784.6,25235269.4,47122106.66,40407957.3,186331784.6,186331784.6,15172687.89
 02/01  20:00:00,0,33219410.95,37816420.12,33219410.95,8652.895022,29158128,60292977.94,192437176.6,40682623.24,47122106.66,55855311.14,192437176.6,192437176.6,15172687.89
 02/01  21:00:00,0,60332641.68,68969928.17,60332641.68,8652.895022,29158128,60292977.94,189536735.5,53489550.96,31414737.77,68662238.85,189536735.5,189536735.5,15172687.89
 02/01  22:00:00,0,82394585.02,86991594.2,82394585.02,8652.895022,29158128,55621997.01,195840090.7,64463887.16,31414737.77,79636575.05,195840090.7,195840090.7,15172687.89
 02/01  23:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,100496146.8,0,15707368.89,0,100496146.8,100496146.8,0
 02/01  24:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,92642462.35,0,7853684.444,0,92642462.35,92642462.35,0
 02/02  01:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 02/02  02:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 02/02  03:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 02/02  04:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 02/02  05:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 02/02  06:00:00,0,0,4597009.177,0,0,18840654,45974605.75,304719637.5,199363440.8,17375408.06,222528969.7,304719637.5,304719637.5,23165528.95
 02/02  07:00:00,0,172378837.8,176975847,172378837.8,8652.895022,29158128,55621997.01,275933249.5,158760465.8,15707368.89,175437102.7,275933249.5,275933249.5,16676636.91
 02/02  08:00:00,0,175504480.3,180101489.5,175504480.3,8652.895022,4859688,96493080.11,265545436.6,101889221.1,47122106.66,117061909,265545436.6,265545436.6,15172687.89
 02/02  09:00:00,0,97722894.26,102319903.4,97722894.26,8652.895022,0,205723914.2,406342932.4,38974979.17,141366320,59244045.28,406342932.4,406342932.4,20269066.11
 02/02  10:00:00,0,67751421.99,72348431.17,67751421.99,8652.895022,0,175362538.2,362298054.2,27816088.36,141366320,45560543.11,362298054.2,362298054.2,17744454.75
 02/02  11:00:00,0,18134240.81,22731249.99,18134240.81,8652.895022,0,168356066.8,348441031.7,18465041.53,141366320,38709991.99,348441031.7,348441031.7,20244950.46
 02/02  12:00:00,0,317943.5518,9194514.592,317943.5518,8652.895022,0,175362538.2,352154427.2,12116482.41,141366320,35416916.12,352154427.2,352154427.2,23300433.72
 02/02  13:00:00,0,0,13343259.55,0,8652.895022,0,178973217.5,355048771,9686300.06,141366320,34700580.67,355048771,355048771,25014280.61
 02/02  14:00:00,0,0,17654344.44,0,8652.895022,0,181201264.4,348527889.6,245691.8585,141366320,25951652.36,348527889.6,348527889.6,25705960.5
 02/02  15:00:00,0,0,8770454.04,0,8652.895022,0,168356066.8,332320862.2,0,141366320,22589822.46,332320862.2,332320862.2,22589822.46
 02/02  16:00:00,0,0,8763754.679,0,8652.895022,0,168356066.8,329398211.9,0,141366320,19667172.14,329398211.9,329398211.9,19667172.14
 02/02  17:00:00,0,210031.8758,13277357.47,210031.8758,8652.895022,0,178865773.9,340837449.5,1494135.295,141366320,20596702.69,340837449.5,340837449.5,19102567.4
 02/02  18:00:00,0,14714409,23440792.18,14714409,8652.895022,4859688,141927700.6,275973685.9,31323159.27,78536844.44,50640799.98,275973685.9,275973685.9,19317640.71
 02/02  19:00:00,0,75066419.24,83735613.24,75066419.24,8652.895022,29158128,69634939.79,228799719,67703203.8,47122106.66,82875891.69,228799719,228799719,15172687.89
 02/02  20:00:00,0,109769702.1,114366711.3,109769702.1,8652.895022,29158128,60292977.94,235126382,83371828.64,47122106.66,98544516.54,235126382,235126382,15172687.89
 02/02  21:00:00,0,146406505.9,151003515.1,146406505.9,8652.895022,29158128,60292977.94,231802897.8,95755713.27,31414737.77,110928401.2,231802897.8,231802897.8,15172687.89
 02/02  22:00:00,0,182187679.1,186784688.3,182187679.1,8652.895022,29158128,55621997.01,243352072.6,111975869,31414737.77,127148556.9,243352072.6,243352072.6,15172687.89
 02/02  23:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,100496146.8,0,15707368.89,0,100496146.8,100496146.8,0
 02/02  24:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,92642462.35,0,7853684.444,0,92642462.35,92642462.35,0
 02/03  01:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 02/03  02:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 02/03  03:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 02/03  04:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 02/03  05:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 02/03  06:00:00,0,0,4597009.177,0,0,18840654,45974605.75,371100597.7,256759263.8,17375408.06,288909929.9,371100597.7,371100597.7,32150666.14
 02/03  07:00:00,0,171786755.1,176383764.3,171786755.1,8652.895022,29158128,55621997.01,341746318.4,217917481.4,15707368.89,241250171.6,341746318.4,341746318.4,23332690.15
 02/03  08:00:00,0,201483832.9,206080842.1,201483832.9,8652.895022,4859688,96493080.11,306836874.7,142079120.5,47122106.66,158353347,306836874.7,306836874.7,16274226.56
 02/03  09:00:00,0,121589381.3,126186390.5,121589381.3,8652.895022,0,205723914.2,418884844.2,52081438.83,141366320,71785957.02,418884844.2,418884844.2,19704518.19
 02/03  10:00:00,0,74644006.9,79241016.07,74644006.9,8652.895022,0,175362538.2,369671367.3,36374343.61,141366320,52933856.24,369671367.3,369671367.3,16559512.63
 02/03  11:00:00,0,17852722.43,22449731.6,17852722.43,8652.895022,0,168356066.8,350791258.4,23423294.64,141366320,41060218.65,350791258.4,350791258.4,17636924.02
 02/03  12:00:00,0,0,8877408.325,0,8652.895022,0,175362538.2,352879954.9,14571994.1,141366320,36142443.75,352879954.9,352879954.9,21570449.65
 02/03  13:00:00,4430144.723,0,17716396.79,0,8652.895022,0,178973217.5,364382088.2,14845586.07,141366320,44033897.91,364382088.2,364382088.2,24758167.11
 02/03  14:00:00,8624547.709,0,13295596.13,0,8652.895022,0,181201264.4,359203586.5,2762717.559,141366320,36627349.28,359203586.5,359203586.5,25240084.01
 02/03  15:00:00,7969520.987,0,12958738.44,0,8652.895022,0,168356066.8,341336669.4,1525915.429,141366320,31605629.73,341336669.4,341336669.4,22110193.31
 02/03  16:00:00,2589289.474,0,8762727.258,0,8652.895022,0,168356066.8,334326831.7,2194276.27,141366320,24595791.99,334326831.7,334326831.7,19812226.25
 02/03  17:00:00,0,0,13113239.48,0,8652.895022,0,178865773.9,343949392,5120905.933,141366320,23708645.16,343949392,343949392,18587739.22
 02/03  18:00:00,0,3584684.804,12293047.77,3584684.804,8652.895022,4859688,141927700.6,285177753.4,40867664.59,78536844.44,59844867.43,285177753.4,285177753.4,18977202.85
 02/03  19:00:00,0,23266246.1,27863255.27,23266246.1,8652.895022,29158128,69634939.79,226558770.8,65462255.6,47122106.66,80634943.49,226558770.8,226558770.8,15172687.89
 02/03  20:00:00,0,34982861.05,39579870.23,34982861.05,8652.895022,29158128,60292977.94,226288765.2,74534211.77,47122106.66,89706899.66,226288765.2,226288765.2,15172687.89
 02/03  21:00:00,0,39496122.6,44093131.78,39496122.6,8652.895022,29158128,60292977.94,218320576.8,82273392.3,31414737.77,97446080.2,218320576.8,218320576.8,15172687.89
 02/03  22:00:00,0,39701499.08,44298508.26,39701499.08,8652.895022,29158128,55621997.01,218888301.3,87512097.7,31414737.77,102684785.6,218888301.3,218888301.3,15172687.89
 02/03  23:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,100496146.8,0,15707368.89,0,100496146.8,100496146.8,0
 02/03  24:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,92642462.35,0,7853684.444,0,92642462.35,92642462.35,0
 02/04  01:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 02/04  02:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 02/04  03:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 02/04  04:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 02/04  05:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 02/04  06:00:00,0,0,4597009.177,0,0,18840654,34480954.32,254390731.4,174696126.6,8687704.031,192381419,254390731.4,254390731.4,17685292.44
 02/04  07:00:00,0,41823980.14,46420989.31,41823980.14,8652.895022,29158128,55621997.01,250712213.3,135043378.6,15707368.89,150216066.5,250712213.3,250712213.3,15172687.89
 02/04  08:00:00,0,29150041.95,33747051.12,29150041.95,8652.895022,4859688,74305920.72,235014173.6,124959855.2,15707368.89,140132543.1,235014173.6,235014173.6,15172687.89
 02/04  09:00:00,0,20042428.4,24639437.58,20042428.4,8652.895022,0,85875929.5,245313213.6,97133836.67,47122106.66,112306524.6,245313213.6,245313213.6,15172687.89
 02/04  10:00:00,0,19715240.11,24312249.29,19715240.11,8652.895022,0,94050146.13,246011479,89657885.43,47122106.66,104830573.3,246011479,246011479,15172687.89
 02/04  11:00:00,0,4105770.845,8702780.022,4105770.845,8652.895022,0,90546910.43,228392925.3,75542567.41,47122106.66,90715255.3,228392925.3,228392925.3,15172687.89
 02/04  12:00:00,0,0,4597009.177,0,8652.895022,0,98721127.05,223733350.3,62708775.83,47122106.66,77881463.73,223733350.3,223733350.3,15172687.89
 02/04  13:00:00,346604.0081,0,4597009.177,0,8652.895022,0,73191897.25,187283100.6,75002205.21,23561053.33,90521497.12,187283100.6,187283100.6,15172687.89
 02/04  14:00:00,5386794.863,0,4597009.177,0,8652.895022,0,63849935.39,172164303.2,64185178.85,23561053.33,84744661.6,172164303.2,172164303.2,15172687.89
 02/04  15:00:00,9992027.839,0,4597009.177,0,8652.895022,0,58011209.24,182308679.4,75563048.24,23561053.33,100727764,182308679.4,182308679.4,15172687.89
 02/04  16:00:00,8893246.878,0,4597009.177,0,8652.895022,0,53340228.31,190556525.2,89580655.84,23561053.33,113646590.6,190556525.2,190556525.2,15172687.89
 02/04  17:00:00,2018518.519,0,4597009.177,0,8652.895022,0,54507973.54,190599059.7,95330173.56,23561053.33,112521380,190599059.7,190599059.7,15172687.89
 02/04  18:00:00,0,0,4597009.177,0,8652.895022,4859688,48722969.15,76617682.38,0,7853684.444,15172687.89,76617682.38,76617682.38,15172687.89
 02/04  19:00:00,0,0,4597009.177,0,8652.895022,29158128,41716497.76,78736963.1,0,7853684.444,0,78736963.1,78736963.1,0
 02/04  20:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 02/04  21:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 02/04  22:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 02/04  23:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 02/04  24:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 02/05  01:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 02/05  02:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 02/05  03:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 02/05  04:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 02/05  05:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 02/05  06:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 02/05  07:00:00,0,0,4597009.177,0,8652.895022,29158128,41716497.76,78736963.1,0,7853684.444,0,78736963.1,78736963.1,0
 02/05  08:00:00,0,0,4597009.177,0,8652.895022,4859688,41716497.76,54438523.1,0,7853684.444,0,54438523.1,54438523.1,0
 02/05  09:00:00,0,0,4597009.177,0,8652.895022,0,41716497.76,49578835.1,0,7853684.444,0,49578835.1,49578835.1,0
 02/05  10:00:00,0,0,4597009.177,0,8652.895022,0,41716497.76,49578835.1,0,7853684.444,0,49578835.1,49578835.1,0
 02/05  11:00:00,0,0,4597009.177,0,8652.895022,0,41716497.76,49578835.1,0,7853684.444,0,49578835.1,49578835.1,0
 02/05  12:00:00,0,0,4597009.177,0,8652.895022,0,41716497.76,49578835.1,0,7853684.444,0,49578835.1,49578835.1,0
 02/05  13:00:00,0,0,4597009.177,0,8652.895022,0,41716497.76,49578835.1,0,7853684.444,0,49578835.1,49578835.1,0
 02/05  14:00:00,0,0,4597009.177,0,8652.895022,0,41716497.76,49578835.1,0,7853684.444,0,49578835.1,49578835.1,0
 02/05  15:00:00,0,0,4597009.177,0,8652.895022,0,41716497.76,49578835.1,0,7853684.444,0,49578835.1,49578835.1,0
 02/05  16:00:00,0,0,4597009.177,0,8652.895022,0,41716497.76,49578835.1,0,7853684.444,0,49578835.1,49578835.1,0
 02/05  17:00:00,0,0,4597009.177,0,8652.895022,0,41716497.76,49578835.1,0,7853684.444,0,49578835.1,49578835.1,0
 02/05  18:00:00,0,0,4597009.177,0,8652.895022,4859688,41716497.76,54438523.1,0,7853684.444,0,54438523.1,54438523.1,0
 02/05  19:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 02/05  20:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 02/05  21:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 02/05  22:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 02/05  23:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 02/05  24:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 02/06  01:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 02/06  02:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 02/06  03:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 02/06  04:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 02/06  05:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 02/06  06:00:00,0,0,4597009.177,0,0,18840654,45974605.75,624187896.6,469297343.6,17375408.06,541997228.8,624187896.6,624187896.6,72699885.12
 02/06  07:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,525176925.1,384767656.2,15707368.89,424680778.4,525176925.1,525176925.1,39913122.2
 02/06  08:00:00,0,53994607.97,58591617.15,53994607.97,8652.895022,4859688,96493080.11,462143969.8,293172214.6,47122106.66,313660442.2,462143969.8,462143969.8,20488227.55
 02/06  09:00:00,0,84372516.79,88969525.97,84372516.79,8652.895022,0,205723914.2,521193793.6,158302840.9,141366320,174094906.5,521193793.6,521193793.6,15792065.58
 02/06  10:00:00,0,76543976.4,81140985.57,76543976.4,8652.895022,0,175362538.2,443948446.3,112038247.3,141366320,127210935.2,443948446.3,443948446.3,15172687.89
 02/06  11:00:00,0,67030832.48,71627841.65,67030832.48,8652.895022,0,168356066.8,412193873.5,87290145.89,141366320,102462833.8,412193873.5,412193873.5,15172687.89
 02/06  12:00:00,0,60873825.15,65470834.33,60873825.15,8652.895022,0,175362538.2,415721282.9,83811083.89,141366320,98983771.79,415721282.9,415721282.9,15172687.89
 02/06  13:00:00,0,29953885.91,34550895.08,29953885.91,8652.895022,0,178973217.5,417374610.9,81092909.39,141366320,97026420.57,417374610.9,417374610.9,15933511.18
 02/06  14:00:00,0,2944496.023,11882355.84,2944496.023,8652.895022,0,181201264.4,383161382.8,44862684.1,141366320,60585145.53,383161382.8,383161382.8,15722461.43
 02/06  15:00:00,0,0,13022873.99,0,8652.895022,0,168356066.8,362851303.7,37947576.12,141366320,53120264.01,362851303.7,362851303.7,15172687.89
 02/06  16:00:00,0,0,8760848.163,0,8652.895022,0,168356066.8,360844499.7,35940772.07,141366320,51113459.96,360844499.7,360844499.7,15172687.89
 02/06  17:00:00,0,0,13108887.63,0,8652.895022,0,178865773.9,379274648.6,42764778.6,141366320,59033901.75,379274648.6,379274648.6,16269123.15
 02/06  18:00:00,0,0,8704685.401,0,8652.895022,4859688,141927700.6,354842735.6,112710973.4,78536844.44,129509849.7,354842735.6,354842735.6,16798876.29
 02/06  19:00:00,0,0,4597009.177,0,8652.895022,29158128,69634939.79,309803367.8,148706852.5,47122106.66,163879540.4,309803367.8,309803367.8,15172687.89
 02/06  20:00:00,0,0,4597009.177,0,8652.895022,29158128,60292977.94,307769986.3,156015432.9,47122106.66,171188120.8,307769986.3,307769986.3,15172687.89
 02/06  21:00:00,0,0,8643554.028,0,8652.895022,29158128,60292977.94,297418994.7,161371810.2,31414737.77,176544498.1,297418994.7,297418994.7,15172687.89
 02/06  22:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,298621682.4,167245478.8,31414737.77,182418166.7,298621682.4,298621682.4,15172687.89
 02/06  23:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,100496146.8,0,15707368.89,0,100496146.8,100496146.8,0
 02/06  24:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,92642462.35,0,7853684.444,0,92642462.35,92642462.35,0
 02/07  01:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 02/07  02:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 02/07  03:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 02/07  04:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 02/07  05:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 02/07  06:00:00,0,0,4597009.177,0,0,18840654,45974605.75,360431116.8,257250280.1,17375408.06,278240449,360431116.8,360431116.8,20990168.82
 02/07  07:00:00,0,6243420.54,10840429.72,6243420.54,8652.895022,29158128,55621997.01,321643353.7,205974519,15707368.89,221147206.9,321643353.7,321643353.7,15172687.89
 02/07  08:00:00,0,0,4597009.177,0,8652.895022,4859688,96493080.11,330312106.5,166655890.9,47122106.66,181828578.8,330312106.5,330312106.5,15172687.89
 02/07  09:00:00,0,0,4597009.177,0,8652.895022,0,205723914.2,427282091.9,62759534.48,141366320,80183204.75,427282091.9,427282091.9,17423670.27
 02/07  10:00:00,0,0,4597009.177,0,8652.895022,0,175362538.2,372023053.8,40112696.25,141366320,55285542.66,372023053.8,372023053.8,15172846.41
 02/07  11:00:00,4292990.289,0,4597009.177,0,8652.895022,0,168356066.8,352276756.5,23080038.62,141366320,42545716.81,352276756.5,352276756.5,15172687.89
 02/07  12:00:00,17390429.95,0,8874086.794,0,8652.895022,0,175362538.2,361491370.2,11742867.2,141366320,44753859.13,361491370.2,361491370.2,15620561.99
 02/07  13:00:00,37136419.53,0,13343840.28,0,8652.895022,0,178973217.5,393713751.3,18904065,141366320,73365560.93,393713751.3,393713751.3,17325076.4
 02/07  14:00:00,53559876.18,0,17650409.95,0,8652.895022,0,181201264.4,396559769.9,3529459.42,141366320,73983532.67,396559769.9,396559769.9,16894197.07
 02/07  15:00:00,63065431.36,0,8770030.815,0,8652.895022,0,168356066.8,390629314.8,2173762.402,141366320,80898275.03,390629314.8,390629314.8,15659081.27
 02/07  16:00:00,69674602.42,0,8760417.462,0,8652.895022,0,168356066.8,397117384.1,1843475.592,141366320,87386344.34,397117384.1,397117384.1,15868266.33
 02/07  17:00:00,74107465.64,0,13064499.8,0,8652.895022,0,178865773.9,414025186.1,2359993.25,141366320,93784439.26,414025186.1,414025186.1,17316980.37
 02/07  18:00:00,69295595.36,0,8717453.547,0,8652.895022,4859688,141927700.6,343962606.8,31497780.61,78536844.44,118629720.8,343962606.8,343962606.8,17836344.83
 02/07  19:00:00,48951163.7,0,8672663.045,0,8652.895022,29158128,69634939.79,294650701.7,84603022.77,47122106.66,148726874.4,294650701.7,294650701.7,15172687.89
 02/07  20:00:00,33449255.84,0,4597009.177,0,8652.895022,29158128,60292977.94,283852390.6,98648581.35,47122106.66,147270525.1,283852390.6,283852390.6,15172687.89
 02/07  21:00:00,20911160.98,0,4597009.177,0,8652.895022,29158128,60292977.94,266142088.2,109183742.7,31414737.77,145267591.6,266142088.2,266142088.2,15172687.89
 02/07  22:00:00,7927436.67,0,4597009.177,0,8652.895022,29158128,55621997.01,258251241.9,118947601.7,31414737.77,142047726.3,258251241.9,258251241.9,15172687.89
 02/07  23:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,100496146.8,0,15707368.89,0,100496146.8,100496146.8,0
 02/07  24:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,92642462.35,0,7853684.444,0,92642462.35,92642462.35,0
 02/08  01:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 02/08  02:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 02/08  03:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 02/08  04:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 02/08  05:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 02/08  06:00:00,0,0,4597009.177,0,0,18840654,45974605.75,344102906.1,240549972.4,17375408.06,261912238.3,344102906.1,344102906.1,21362265.88
 02/08  07:00:00,0,61164792.4,65761801.58,61164792.4,8652.895022,29158128,55621997.01,299733847.6,184065012.9,15707368.89,199237700.8,299733847.6,299733847.6,15172687.89
 02/08  08:00:00,0,27189991.52,31787000.7,27189991.52,8652.895022,4859688,96493080.11,309173149,145516933.4,47122106.66,160689621.3,309173149,309173149,15172687.89
 02/08  09:00:00,0,12087781.98,16684791.16,12087781.98,8652.895022,0,205723914.2,427622394.6,62135988.2,141366320,80523507.47,427622394.6,427622394.6,18387519.27
