Date/Time,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),Gas:Facility [J](Hourly),Gas:HVAC [J](Hourly),Pumps:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),Electricity:HVAC [J](Hourly),ElectricityNet:Facility [J](Hourly),ElectricityPurchased:Facility [J](Hourly),Fans:Electricity [J](Hourly) 
 01/08  15:00:00,0,0,4597009.177,0,8652.895022,0,41716497.76,49578835.1,0,7853684.444,0,49578835.1,49578835.1,0
 01/08  16:00:00,0,0,4597009.177,0,8652.895022,0,41716497.76,49578835.1,0,7853684.444,0,49578835.1,49578835.1,0
 01/08  17:00:00,0,0,4597009.177,0,8652.895022,0,41716497.76,49578835.1,0,7853684.444,0,49578835.1,49578835.1,0
 01/08  18:00:00,0,0,4597009.177,0,8652.895022,14579064,41716497.76,64157899.1,0,7853684.444,0,64157899.1,64157899.1,0
 01/08  19:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 01/08  20:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 01/08  21:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 01/08  22:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 01/08  23:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 01/08  24:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 01/09  01:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/09  02:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/09  03:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/09  04:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/09  05:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/09  06:00:00,24373671.02,0,4597009.177,0,0,18840654,45974605.75,204316175.4,87720397.46,17375408.06,122125507.6,204316175.4,204316175.4,10031439.09
 01/09  07:00:00,39859894.09,0,4597009.177,0,8652.895022,29158128,55621997.01,264383766.8,108855038.1,15707368.89,163887620,264383766.8,264383766.8,15172687.89
 01/09  08:00:00,49766510.41,0,4597009.177,0,8652.895022,9719376,96493080.11,298055322.7,79772908.74,47122106.66,144712107,298055322.7,298055322.7,15172687.89
 01/09  09:00:00,70556475.05,0,4597009.177,0,8652.895022,0,205723914.2,446825731.3,11568903.06,141366320,99726844.22,446825731.3,446825731.3,17601466.11
 01/09  10:00:00,39370103.75,0,4597009.177,0,8652.895022,0,175362538.2,379308775.3,7989206.297,141366320,62571264.21,379308775.3,379308775.3,15211954.16
 01/09  11:00:00,15157616.71,0,4597009.177,0,8652.895022,0,168356066.8,349659766.7,9598422.334,141366320,39928726.94,349659766.7,349659766.7,15172687.89
 01/09  12:00:00,9800825.869,0,4597009.177,0,8652.895022,0,175362538.2,347264686.8,4898948.474,141366320,30527175.68,347264686.8,347264686.8,15827401.33
 01/09  13:00:00,13964187.49,0,4597009.177,0,8652.895022,0,178973217.5,360501959.1,8630791.536,141366320,40153768.73,360501959.1,360501959.1,17558789.7
 01/09  14:00:00,15244381.45,0,8933768.851,0,8652.895022,0,181201264.4,356071349.3,1056415.151,141366320,33495112.06,356071349.3,356071349.3,17194315.46
 01/09  15:00:00,11198415.26,0,12953377.64,0,8652.895022,0,168356066.8,338598664.8,785844.9656,141366320,28867625.1,338598664.8,338598664.8,16883364.87
 01/09  16:00:00,18176523.3,0,8761104.988,0,8652.895022,0,168356066.8,346174682.7,937304.1512,141366320,36443642.96,346174682.7,346174682.7,17329815.5
 01/09  17:00:00,18100017.76,0,13104794.51,0,8652.895022,0,178865773.9,358656381.8,2448108.635,141366320,38415635.02,358656381.8,358656381.8,17867508.63
 01/09  18:00:00,3233434.798,0,8709555.482,0,8652.895022,14579064,141927700.6,284551225.4,28009112.07,78536844.44,49498963.48,284551225.4,284551225.4,18256416.61
 01/09  19:00:00,0,0,4597009.177,0,8652.895022,29158128,69634939.79,221601578.1,60505062.84,47122106.66,75677750.74,221601578.1,221601578.1,15172687.89
 01/09  20:00:00,0,15615940.65,20212949.82,15615940.65,8652.895022,29158128,60292977.94,229539126.7,77784573.3,47122106.66,92957261.19,229539126.7,229539126.7,15172687.89
 01/09  21:00:00,0,36025945.87,40622955.05,36025945.87,8652.895022,29158128,60292977.94,227552193.2,91505008.7,31414737.77,106677696.6,227552193.2,227552193.2,15172687.89
 01/09  22:00:00,0,47379677.1,51976686.28,47379677.1,8652.895022,29158128,55621997.01,231167834.7,99791631.12,31414737.77,114964319,231167834.7,231167834.7,15172687.89
 01/09  23:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,100496146.8,0,15707368.89,0,100496146.8,100496146.8,0
 01/09  24:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,92642462.35,0,7853684.444,0,92642462.35,92642462.35,0
 01/10  01:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/10  02:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/10  03:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/10  04:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/10  05:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/10  06:00:00,0,0,4597009.177,0,0,18840654,45974605.75,286034418.1,185536803.9,17375408.06,203843750.2,286034418.1,286034418.1,18306946.31
 01/10  07:00:00,0,64016774.08,68613783.26,64016774.08,8652.895022,29158128,55621997.01,268715770.6,153046935.9,15707368.89,168219623.8,268715770.6,268715770.6,15172687.89
 01/10  08:00:00,0,70880496.3,75477505.48,70880496.3,8652.895022,9719376,96493080.11,299110771.4,130594867.8,47122106.66,145767555.7,299110771.4,299110771.4,15172687.89
 01/10  09:00:00,0,41193825.57,45790834.74,41193825.57,8652.895022,0,205723914.2,424960707.2,58883119.39,141366320,77861820.1,424960707.2,424960707.2,18978700.7
 01/10  10:00:00,0,38986343.61,43583352.79,38986343.61,8652.895022,0,175362538.2,374046155.8,41360705.89,141366320,57308644.69,374046155.8,374046155.8,15947938.8
 01/10  11:00:00,0,41723930.42,46320939.6,41723930.42,8652.895022,0,168356066.8,351519875.5,26287601.03,141366320,41788835.77,351519875.5,351519875.5,15501234.73
 01/10  12:00:00,0,23242108.23,32114182.71,23242108.23,8652.895022,0,175362538.2,351106490,17794021.15,141366320,34368978.9,351106490,351106490,16574957.75
 01/10  13:00:00,0,11950994.1,29621120.39,11950994.1,8652.895022,0,178973217.5,363095400.5,24465947,141366320,42747210.14,363095400.5,363095400.5,18281263.15
 01/10  14:00:00,0,549460.254,13843056.96,549460.254,8652.895022,0,181201264.4,348975790.9,8643642.15,141366320,26399553.68,348975790.9,348975790.9,17755911.53
 01/10  15:00:00,0,0,13022298.58,0,8652.895022,0,168356066.8,331009670.9,4882764.008,141366320,21278631.14,331009670.9,331009670.9,16395867.13
 01/10  16:00:00,0,0,8759676.204,0,8652.895022,0,168356066.8,332816836,6514254.847,141366320,23085796.32,332816836,332816836,16571541.47
 01/10  17:00:00,0,0,13103778.87,0,8652.895022,0,178865773.9,349424605.7,11144063.19,141366320,29183858.89,349424605.7,349424605.7,18039795.7
 01/10  18:00:00,0,1478909.335,10187238.79,1478909.335,8652.895022,14579064,141927700.6,310523366.2,56947593.23,78536844.44,75471104.24,310523366.2,310523366.2,18523511.01
 01/10  19:00:00,0,20917938.26,25514947.44,20917938.26,8652.895022,29158128,69634939.79,255928435,94831919.72,47122106.66,110004607.6,255928435,255928435,15172687.89
 01/10  20:00:00,0,30784124.05,35381133.22,30784124.05,8652.895022,29158128,60292977.94,257562927.3,105808373.9,47122106.66,120981061.8,257562927.3,257562927.3,15172687.89
 01/10  21:00:00,0,49445576.89,58087839.9,49445576.89,8652.895022,29158128,60292977.94,252838715.6,116791531.1,31414737.77,131964219,252838715.6,252838715.6,15172687.89
 01/10  22:00:00,0,89117747.11,93714756.29,89117747.11,8652.895022,29158128,55621997.01,260621017.7,129244814.1,31414737.77,144417502,260621017.7,260621017.7,15172687.89
 01/10  23:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,100496146.8,0,15707368.89,0,100496146.8,100496146.8,0
 01/10  24:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,92642462.35,0,7853684.444,0,92642462.35,92642462.35,0
 01/11  01:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/11  02:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/11  03:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/11  04:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/11  05:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/11  06:00:00,0,0,4597009.177,0,0,18840654,45974605.75,440525109.3,317221808.5,17375408.06,358334441.4,440525109.3,440525109.3,41112632.93
 01/11  07:00:00,0,146381738.5,150978747.7,146381738.5,8652.895022,29158128,55621997.01,379676967.6,254794263.8,15707368.89,279180820.8,379676967.6,379676967.6,24386557.01
 01/11  08:00:00,0,200023849.5,204620858.7,200023849.5,8652.895022,9719376,96493080.11,361169769.2,190392260.7,47122106.66,207826553.5,361169769.2,361169769.2,17434292.81
 01/11  09:00:00,0,158171044.2,162768053.4,158171044.2,8652.895022,0,205723914.2,430433029.3,64444288.45,141366320,83334142.16,430433029.3,430433029.3,18889853.71
 01/11  10:00:00,0,131667465.3,136264474.5,131667465.3,8652.895022,0,175362538.2,382150974.9,49326118.98,141366320,65413463.82,382150974.9,382150974.9,16087344.85
 01/11  11:00:00,0,75094031.5,79691040.67,75094031.5,8652.895022,0,168356066.8,365545089.3,38292051.08,141366320,55814049.62,365545089.3,365545089.3,17521998.54
 01/11  12:00:00,0,16987960.63,25861007.87,16987960.63,8652.895022,0,175362538.2,368655636.1,30395794.88,141366320,51918124.96,368655636.1,368655636.1,21522330.08
 01/11  13:00:00,0,2278314.215,15620123.48,2278314.215,8652.895022,0,178973217.5,380061239.4,36446120.39,141366320,59713049.03,380061239.4,380061239.4,23266928.64
 01/11  14:00:00,0,0,17648088.99,0,8652.895022,0,181201264.4,360540109.3,15782785.25,141366320,37963872.05,360540109.3,360540109.3,22181086.81
 01/11  15:00:00,0,0,8770717.134,0,8652.895022,0,168356066.8,342555645,11277342.41,141366320,32824605.24,342555645,342555645,21547262.83
 01/11  16:00:00,0,0,8760671.657,0,8652.895022,0,168356066.8,340986998.4,11323585.4,141366320,31255958.7,340986998.4,340986998.4,19932373.3
 01/11  17:00:00,0,0,13064051.49,0,8652.895022,0,178865773.9,355580119.3,16540363.59,141366320,35339372.47,355580119.3,355580119.3,18799008.89
 01/11  18:00:00,0,19522688.59,28236045.51,19522688.59,8652.895022,14579064,141927700.6,309332219.1,55640269.37,78536844.44,74279957.15,309332219.1,309332219.1,18639687.78
 01/11  19:00:00,0,93420071.85,102088048,93420071.85,8652.895022,29158128,69634939.79,265037349.1,103940833.9,47122106.66,119113521.7,265037349.1,265037349.1,15172687.89
 01/11  20:00:00,0,129957572.2,134554581.3,129957572.2,8652.895022,29158128,60292977.94,272419993.9,120665440.5,47122106.66,135838128.4,272419993.9,272419993.9,15172687.89
 01/11  21:00:00,0,146103776.6,150700785.8,146103776.6,8652.895022,29158128,60292977.94,268795448.5,132748264,31414737.77,147920951.9,268795448.5,268795448.5,15172687.89
 01/11  22:00:00,0,151269019.6,155866028.8,151269019.6,8652.895022,29158128,55621997.01,268665542.2,137289338.6,31414737.77,152462026.5,268665542.2,268665542.2,15172687.89
 01/11  23:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,100496146.8,0,15707368.89,0,100496146.8,100496146.8,0
 01/11  24:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,92642462.35,0,7853684.444,0,92642462.35,92642462.35,0
 01/12  01:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/12  02:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/12  03:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/12  04:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/12  05:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/12  06:00:00,0,0,4597009.177,0,0,18840654,45974605.75,375110897.8,264384270.8,17375408.06,292920230,375110897.8,375110897.8,28535959.19
 01/12  07:00:00,0,155211599.2,159808608.4,155211599.2,8652.895022,29158128,55621997.01,340316252.5,220522742.8,15707368.89,239820105.7,340316252.5,340316252.5,19297362.92
 01/12  08:00:00,0,172485145.1,177082154.3,172485145.1,8652.895022,9719376,96493080.11,344362174.8,175054480.2,47122106.66,191018959.1,344362174.8,344362174.8,15964478.94
 01/12  09:00:00,0,88465401.52,93062410.7,88465401.52,8652.895022,0,205723914.2,424620369.6,58598263.86,141366320,77521482.49,424620369.6,424620369.6,18923218.63
 01/12  10:00:00,0,41793583.27,46390592.44,41793583.27,8652.895022,0,175362538.2,363414654.1,30719985.34,141366320,46677143.01,363414654.1,363414654.1,15957157.67
 01/12  11:00:00,0,4056764.394,8653773.571,4056764.394,8652.895022,0,168356066.8,343990151.5,18725264.91,141366320,34259111.8,343990151.5,343990151.5,15533846.89
 01/12  12:00:00,3119710.069,0,8872754.197,0,8652.895022,0,175362538.2,348891005.4,12410005.54,141366320,32153494.31,348891005.4,348891005.4,16623778.71
 01/12  13:00:00,12539741.26,0,13338027.8,0,8652.895022,0,178973217.5,368425610,17203612.52,141366320,48077419.62,368425610,368425610,18334065.84
 01/12  14:00:00,21035716.64,0,17646932.03,0,8652.895022,0,181201264.4,367727272.5,6253760.168,141366320,45151035.21,367727272.5,367727272.5,17861558.4
 01/12  15:00:00,21853248.98,0,8777373.894,0,8652.895022,0,168356066.8,351436210.3,2505189.187,141366320,41705170.53,351436210.3,351436210.3,17346732.36
 01/12  16:00:00,17479952.59,0,12931094.72,0,8652.895022,0,168356066.8,349231084.3,5449806.358,141366320,39500044.56,349231084.3,349231084.3,16570285.61
 01/12  17:00:00,11680761.98,0,8851451.445,0,8652.895022,0,178865773.9,363953682.1,14024526.89,141366320,43712935.32,363953682.1,363953682.1,18007646.45
 01/12  18:00:00,2553048.393,0,8806457.84,0,8652.895022,14579064,141927700.6,311885633.7,55806589.82,78536844.44,76833371.73,311885633.7,311885633.7,18473733.51
 01/12  19:00:00,0,0,8677381.135,0,8652.895022,29158128,69634939.79,247301275.3,86204760.01,47122106.66,101377447.9,247301275.3,247301275.3,15172687.89
 01/12  20:00:00,0,0,4597009.177,0,8652.895022,29158128,60292977.94,247151365.7,95396812.28,47122106.66,110569500.2,247151365.7,247151365.7,15172687.89
 01/12  21:00:00,0,0,4597009.177,0,8652.895022,29158128,60292977.94,238446970.8,102399786.3,31414737.77,117572474.2,238446970.8,238446970.8,15172687.89
 01/12  22:00:00,0,4798691.527,9395700.704,4798691.527,8652.895022,29158128,55621997.01,238511038.9,107134835.3,31414737.77,122307523.2,238511038.9,238511038.9,15172687.89
 01/12  23:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,100496146.8,0,15707368.89,0,100496146.8,100496146.8,0
 01/12  24:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,92642462.35,0,7853684.444,0,92642462.35,92642462.35,0
 01/13  01:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/13  02:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/13  03:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/13  04:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/13  05:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/13  06:00:00,0,0,4597009.177,0,0,18840654,45974605.75,275132336,175484344.3,17375408.06,192941668.2,275132336,275132336,17457323.91
 01/13  07:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,260648823.6,144979989,15707368.89,160152676.8,260648823.6,260648823.6,15172687.89
 01/13  08:00:00,0,0,4597009.177,0,8652.895022,9719376,96493080.11,286388563.2,117872659.7,47122106.66,133045347.5,286388563.2,286388563.2,15172687.89
 01/13  09:00:00,0,0,4597009.177,0,8652.895022,0,205723914.2,405761390.1,39591760.14,141366320,58662502.93,405761390.1,405761390.1,19070742.79
 01/13  10:00:00,0,0,4597009.177,0,8652.895022,0,175362538.2,355005673.3,22263367.71,141366320,38268162.16,355005673.3,355005673.3,16004794.46
 01/13  11:00:00,0,0,4597009.177,0,8652.895022,0,168356066.8,339503533.6,14222168.39,141366320,29772493.91,339503533.6,339503533.6,15550325.52
 01/13  12:00:00,0,0,8877830.3,0,8652.895022,0,175362538.2,342582259,9223721.714,141366320,25844747.84,342582259,342582259,16621026.13
 01/13  13:00:00,0,0,17674723.43,0,8652.895022,0,178973217.5,360255549.3,21603390.91,141366320,39907358.93,360255549.3,360255549.3,18303968.02
 01/13  14:00:00,0,0,13293089.61,0,8652.895022,0,181201264.4,353422989.6,13135077.02,141366320,30846752.37,353422989.6,353422989.6,17711675.35
 01/13  15:00:00,4038490.931,0,12987750.5,0,8652.895022,0,168356066.8,336153137.7,6054960.58,141366320,26422098.02,336153137.7,336153137.7,16328646.51
 01/13  16:00:00,8378894.14,0,8761109.78,0,8652.895022,0,168356066.8,340208237.1,5601375.834,141366320,30477197.36,340208237.1,340208237.1,16496927.38
 01/13  17:00:00,8778552.17,0,13108163.09,0,8652.895022,0,178865773.9,357954289.7,10973347.73,141366320,37713542.94,357954289.7,357954289.7,17961643.04
 01/13  18:00:00,5656001.765,0,8705266.969,0,8652.895022,14579064,141927700.6,310906332.3,51748661.45,78536844.44,75854070.3,310906332.3,310906332.3,18449407.08
 01/13  19:00:00,155847.9648,0,4597009.177,0,8652.895022,29158128,69634939.79,245258569.1,84006205.92,47122106.66,99334741.78,245258569.1,245258569.1,15172687.89
 01/13  20:00:00,0,0,4597009.177,0,8652.895022,29158128,60292977.94,240581499,88826945.59,47122106.66,103999633.5,240581499,240581499,15172687.89
 01/13  21:00:00,0,0,8640442.641,0,8652.895022,29158128,60292977.94,231789155.3,95741970.76,31414737.77,110914658.7,231789155.3,231789155.3,15172687.89
 01/13  22:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,232575671.3,101199467.8,31414737.77,116372155.7,232575671.3,232575671.3,15172687.89
 01/13  23:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,100496146.8,0,15707368.89,0,100496146.8,100496146.8,0
 01/13  24:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,92642462.35,0,7853684.444,0,92642462.35,92642462.35,0
 01/14  01:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 01/14  02:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 01/14  03:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 01/14  04:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 01/14  05:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 01/14  06:00:00,0,0,4597009.177,0,0,18840654,34480954.32,252131215.4,173103210.7,8687704.031,190121903,252131215.4,252131215.4,17018692.38
 01/14  07:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,255815045.4,140146210.7,15707368.89,155318898.6,255815045.4,255815045.4,15172687.89
 01/14  08:00:00,0,0,4597009.177,0,8652.895022,9719376,74305920.72,238897615.8,123983609.4,15707368.89,139156297.3,238897615.8,238897615.8,15172687.89
