Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Monthly),Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE1 OFFICE ZN:Zone Air Temperature [C](Hourly),ZONE1 OFFICE ZN:Zone Air Relative Humidity [%](Hourly),ZONE2 FINE STORAGE ZN:Zone Air Temperature [C](Hourly),ZONE2 FINE STORAGE ZN:Zone Air Relative Humidity [%](Hourly),ZONE3 BULK STORAGE ZN:Zone Air Temperature [C](Hourly),ZONE3 BULK STORAGE ZN:Zone Air Relative Humidity [%](Hourly),Electricity:Facility [J](TimeStep),Gas:Facility [J](TimeStep) 
 11/27  16:45:00,,15.725,,,,,,,41670561.704690109,6680435.828390166 
 11/27  17:00:00,,15.6,21.100106734526489,68.84123396518476,16.120065646671134,91.89033785663124,14.66859683098297,78.64005998480893,41930242.89557231,6649225.77213948 
 11/27  17:15:00,,15.725,,,,,,,30394536.830361744,8087060.184888467 
 11/27  17:30:00,,15.850000000000002,,,,,,,30394536.830361744,8077410.8460274799 
 11/27  17:45:00,,15.975000000000002,,,,,,,30394536.830361744,8052863.645040982 
 11/27  18:00:00,,16.1,21.100045076550719,69.45998905184578,15.925517502833675,94.00374896548793,14.426991438050557,81.89480342109346,30394536.830361744,8021785.272406722 
 11/27  18:15:00,,16.1,,,,,,,11765228.461287152,0.0 
 11/27  18:30:00,,16.1,,,,,,,11765228.461287152,0.0 
 11/27  18:45:00,,16.1,,,,,,,11765228.461287152,0.0 
 11/27  19:00:00,,16.1,18.430395777040837,82.30895753372865,15.341641157339034,98.48775230831324,14.262180283188674,84.0477174733608,11765228.461287152,0.0 
 11/27  19:15:00,,15.975000000000002,,,,,,,11765228.461287152,0.0 
 11/27  19:30:00,,15.850000000000002,,,,,,,13264673.629597443,5208095.709781063 
 11/27  19:45:00,,15.725,,,,,,,13062239.89313701,398052.21663568136 
 11/27  20:00:00,,15.6,16.97623766861292,90.14612818019613,15.442616812844319,97.24999685730212,14.127964629710748,86.02470136011623,13062239.89313701,4438288.6944759809 
 11/27  20:15:00,,15.45,,,,,,,13062239.89313701,3794838.3093026399 
 11/27  20:30:00,,15.3,,,,,,,11765228.461287152,0.0 
 11/27  20:45:00,,15.15,,,,,,,11765228.461287152,0.0 
 11/27  21:00:00,,15.0,16.628824366836456,91.92070690178676,15.15494195110622,98.56555548496827,14.063200237743637,87.47594376230026,13062239.89313701,0.0 
 11/27  21:15:00,,15.0,,,,,,,13062239.89313701,6619499.27896603 
 11/27  21:30:00,,15.0,,,,,,,13062239.89313701,2088488.8624994122 
 11/27  21:45:00,,15.0,,,,,,,13062239.89313701,6022024.628427442 
 11/27  22:00:00,,15.0,16.429493759461935,92.67559409080048,15.460036356881642,95.5324627351859,14.021536727547396,88.33747657805314,11765228.461287152,0.0 
 11/27  22:15:00,,15.0,,,,,,,13062239.89313701,505037.5468147615 
 11/27  22:30:00,,15.0,,,,,,,13062239.89313701,6380173.483341899 
 11/27  22:45:00,,15.0,,,,,,,13062239.89313701,2876734.266898141 
 11/27  23:00:00,,15.0,16.288225108148319,93.17786273461728,15.407788538835837,95.47724200602267,13.989094695651716,88.9858001516413,13062239.89313701,6356580.210659675 
 11/27  23:15:00,,15.0,,,,,,,11765228.461287152,0.0 
 11/27  23:30:00,,15.0,,,,,,,13062239.89313701,494271.0670846997 
 11/27  23:45:00,,15.0,,,,,,,13062239.89313701,6838734.400196941 
 11/27  24:00:00,,15.0,16.17343337600522,93.62966928264354,15.287445166037838,95.88796773712427,13.966718204726697,89.54713358177004,13062239.89313701,3112541.61002467 
 11/28  00:15:00,,15.0,,,,,,,11327016.49313701,6856442.119199713 
 11/28  00:30:00,,15.0,,,,,,,10030005.061287152,0.0 
 11/28  00:45:00,,15.0,,,,,,,11327016.49313701,466067.42528809086 
 11/28  01:00:00,,15.0,16.061242330762484,94.08280997648035,15.271954895448843,95.79004764126329,13.95325281093397,90.15263940695688,11327016.49313701,7238253.588415135 
 11/28  01:15:00,,15.0,,,,,,,11327016.49313701,3373996.7598385305 
 11/28  01:30:00,,15.0,,,,,,,11327016.49313701,7282600.155015384 
 11/28  01:45:00,,15.0,,,,,,,10030005.061287152,0.0 
 11/28  02:00:00,,15.0,15.960686512834583,94.39176394583125,15.266498945120859,95.63831331030272,13.946190567242871,90.72682538041443,11327016.49313701,582872.683041903 
 11/28  02:15:00,,14.85,,,,,,,11327016.49313701,8793777.33283452 
 11/28  02:30:00,,14.7,,,,,,,11327016.49313701,3249686.145137242 
 11/28  02:45:00,,14.55,,,,,,,11327016.49313701,8146939.468617661 
 11/28  03:00:00,,14.4,15.863116434294259,94.59690485135163,15.434836882660667,94.09905225244393,13.925598814310911,91.21010739905012,10030005.061287152,0.0 
 11/28  03:15:00,,14.125,,,,,,,11327016.49313701,626024.532972028 
 11/28  03:30:00,,13.850000000000002,,,,,,,11327016.49313701,9963862.304676108 
 11/28  03:45:00,,13.575000000000001,,,,,,,11327016.49313701,4103324.8338590266 
 11/28  04:00:00,,13.3,15.73857767559684,94.51978316419474,15.369473588988666,93.18332778043447,13.873304670484908,91.57322553416492,11327016.49313701,9539661.407816457 
 11/28  04:15:00,,13.175,,,,,,,10030005.061287152,0.0 
 11/28  04:30:00,,13.05,,,,,,,11327016.49313701,10646890.55238208 
 11/28  04:45:00,,12.925,,,,,,,11327016.49313701,5202784.205958481 
 11/28  05:00:00,,12.8,15.599390762753746,94.13675514945774,15.419278799078823,91.08914569158074,13.785602774534626,92.04934845652565,11327016.49313701,9530390.441212444 
 11/28  05:15:00,,12.525000000000003,,,,,,,11327016.49313701,8913068.384359984 
 11/28  05:30:00,,12.25,,,,,,,10030005.061287152,0.0 
 11/28  05:45:00,,11.974999999999998,,,,,,,11327016.49313701,11498455.952738326 
 11/28  06:00:00,,11.7,15.475300539943867,93.43475701150259,15.407902852814896,89.32440681398524,13.69362949707919,92.41101714623278,11327016.49313701,6341893.354826283 
 11/28  06:15:00,,11.549999999999999,,,,,,,13974043.132952808,11532371.604527194 
 11/28  06:30:00,,11.399999999999999,,,,,,,13974043.132952808,24932842.58889919 
 11/28  06:45:00,,11.25,,,,,,,12677031.70110295,18428269.267423106 
 11/28  07:00:00,,11.1,19.406037379050685,71.44865832918596,15.374396938538766,86.93735931069246,13.578575004727507,92.52680820273031,13974043.132952808,25870970.71097762 
 11/28  07:15:00,,10.975,,,,,,,24465894.11835094,19658928.731746265 
 11/28  07:30:00,,10.85,,,,,,,24465894.11835094,23643110.863296395 
 11/28  07:45:00,,10.725,,,,,,,24465894.11835094,22381504.218938814 
 11/28  08:00:00,,10.6,21.10049096858794,59.631016963517499,15.560267748071992,78.03402041936106,13.599278978492304,90.86959461909277,24465894.11835094,22121889.002405444 
 11/28  08:15:00,,10.174999999999999,,,,,,,36000732.211236957,19049531.16811035 
 11/28  08:30:00,,9.75,,,,,,,36000732.211236957,18773334.519170874 
 11/28  08:45:00,,9.325000000000001,,,,,,,36000732.211236957,18545921.73256626 
 11/28  09:00:00,,8.9,21.100486131169327,54.48951302582398,15.560257633238216,65.3092573645041,13.81388766907825,85.95918765757404,36000732.211236957,18307934.11460127 
 11/28  09:15:00,,8.75,,,,,,,39006979.98995523,15715724.435010704 
 11/28  09:30:00,,8.600000000000002,,,,,,,37118202.89019822,16636052.4535962 
 11/28  09:45:00,,8.450000000000001,,,,,,,37118202.89019822,16664334.312358188 
 11/28  10:00:00,,8.3,21.100526146822625,51.120177912236197,15.56012747778735,58.546916207251118,13.957463143204015,81.61075239960673,37041351.39674506,16753971.831694898 
 11/28  10:15:00,,8.175,,,,,,,37041351.39674506,16744028.652885069 
 11/28  10:30:00,,8.05,,,,,,,37041351.39674506,16761442.687901523 
 11/28  10:45:00,,7.925,,,,,,,34343809.58865776,16438747.076779616 
 11/28  11:00:00,,7.8,21.100557798418998,47.79300234667204,15.560144370915744,52.65237398044041,13.918063806669334,77.16774030766429,34343809.58865776,15986938.653197023 
 11/28  11:15:00,,7.8,,,,,,,34343809.58865776,15015488.100704339 
 11/28  11:30:00,,7.8,,,,,,,34343809.58865776,14002764.58308174 
 11/28  11:45:00,,7.8,,,,,,,34343809.58865776,13257887.653169793 
 11/28  12:00:00,,7.8,21.100528957866314,44.02403614334217,15.560079085663756,46.154301564408317,13.949675811487453,71.56907052059673,34343809.58865776,12622290.781691084 
 11/28  12:15:00,,7.8,,,,,,,28577116.902958916,12861212.262485188 
 11/28  12:30:00,,7.8,,,,,,,28577116.902958916,12761634.980609157 
 11/28  12:45:00,,7.8,,,,,,,28577116.902958916,12899114.459462315 
 11/28  13:00:00,,7.8,21.10049853155985,40.374974232893027,15.56005985506518,41.020814922150098,13.9763968135921,66.97627498508769,28577116.902958916,13158234.953621608 
 11/28  13:15:00,,7.925,,,,,,,34343809.58865776,12828793.403306138 
 11/28  13:30:00,,8.05,,,,,,,34343809.58865776,12953947.270975903 
 11/28  13:45:00,,8.175,,,,,,,34343809.58865776,12421386.520782698 
 11/28  14:00:00,,8.3,21.100434599677177,36.707661895956068,15.560048816871483,35.894184210717138,13.942644469384085,61.915306281502548,37041351.39674506,11663356.867341014 
 11/28  14:15:00,,8.575000000000001,,,,,,,39656593.95307736,9905563.250346106 
 11/28  14:30:00,,8.850000000000002,,,,,,,39100603.17268677,9157351.127416105 
 11/28  14:45:00,,9.125,,,,,,,39482517.59333838,8800561.976138369 
 11/28  15:00:00,,9.4,21.100375410606238,33.753359336736448,15.560015224611102,32.32452454171943,14.117048876730042,56.006667349918519,39652574.204579029,8928763.168640826 
 11/28  15:15:00,,9.4,,,,,,,38930128.49650207,9118545.098261124 
 11/28  15:30:00,,9.4,,,,,,,39667874.81320187,9396803.523165808 
 11/28  15:45:00,,9.4,,,,,,,39707237.93927396,9679452.375973948 
 11/28  16:00:00,,9.4,21.100331983441725,30.820442697585528,15.560012467159418,28.805314308546778,14.132798058092228,50.37036904441277,39746048.29437652,10021830.58441787 
 11/28  16:15:00,,9.0,,,,,,,36000732.211236957,14781083.859021463 
 11/28  16:30:00,,8.6,,,,,,,36077583.704690109,16678242.342711144 
 11/28  16:45:00,,8.2,,,,,,,41670561.704690109,19102974.04263578 
 11/28  17:00:00,,7.8,21.100267768649759,28.262461418352303,15.560034500821498,26.98112963869624,13.892981446495192,47.00285052687187,41670561.704690109,21158652.82047341 
 11/28  17:15:00,,7.6499999999999999,,,,,,,30394536.830361744,24930758.505370916 
 11/28  17:30:00,,7.5,,,,,,,30394536.830361744,25956323.928886475 
 11/28  17:45:00,,7.3500000000000009,,,,,,,30394536.830361744,26751403.120914919 
 11/28  18:00:00,,7.2,21.100176431040738,25.477091973479636,15.560033578207169,25.74540246933894,13.250141243639599,45.226769845185128,30394536.830361744,27439337.408946746 
 11/28  18:15:00,,6.800000000000001,,,,,,,12691665.198322764,13557065.089616452 
 11/28  18:30:00,,6.4,,,,,,,13062239.89313701,16902948.906486308 
 11/28  18:45:00,,5.999999999999999,,,,,,,13062239.89313701,17695263.185170339 
 11/28  19:00:00,,5.6,17.354869766479199,29.93762299252346,15.487772526520504,25.26031419897594,12.856177355968854,44.02723907716286,13062239.89313701,18501702.756801133 
 11/28  19:15:00,,5.449999999999999,,,,,,,11765228.461287152,0.0 
 11/28  19:30:00,,5.3,,,,,,,13062239.89313701,18271900.145306197 
 11/28  19:45:00,,5.15,,,,,,,13062239.89313701,13620603.50474233 
 11/28  20:00:00,,5.0,15.948039342232218,31.461918693270549,15.268403480398398,25.51086540038321,12.606199310435955,43.42651255894528,13062239.89313701,21807861.042439045 
 11/28  20:15:00,,5.0,,,,,,,13062239.89313701,19983869.007004106 
 11/28  20:30:00,,5.0,,,,,,,11765228.461287152,0.0 
 11/28  20:45:00,,5.0,,,,,,,13062239.89313701,19113434.695320518 
 11/28  21:00:00,,5.0,15.397438506080123,31.264303555821173,15.256232159506583,25.504016682580799,12.4537533598771,42.34997489591484,13062239.89313701,12977987.858150909 
 11/28  21:15:00,,5.0,,,,,,,13062239.89313701,21370749.66801073 
 11/28  21:30:00,,5.0,,,,,,,13062239.89313701,19784629.69522454 
 11/28  21:45:00,,5.0,,,,,,,11765228.461287152,0.0 
 11/28  22:00:00,,5.0,15.197086995533386,30.563803053194488,15.255708509775408,25.33834965751396,12.409867619963852,41.17745265611053,13062239.89313701,19552045.289854867 
 11/28  22:15:00,,4.85,,,,,,,13062239.89313701,14262573.053080162 
 11/28  22:30:00,,4.7,,,,,,,13878614.464501212,24164947.114256234 
 11/28  22:45:00,,4.550000000000001,,,,,,,13878614.464501212,23604673.171169498 
 11/28  23:00:00,,4.4,15.354168694662342,29.342522164289038,15.236647117485193,25.308230363933025,12.303804655561468,40.4102523950086,12581603.032651354,1734944.6328800498 
 11/28  23:15:00,,4.275,,,,,,,13878614.464501212,23272915.68383016 
 11/28  23:30:00,,4.15,,,,,,,13062239.89313701,23658203.313253017 
 11/28  23:45:00,,4.025,,,,,,,13878614.464501212,27741296.34326925 
 11/28  24:00:00,,3.9,15.376102980048782,28.587756831531494,15.553794904629755,24.85920978034936,12.138146153257079,40.100393533892148,13878614.464501212,27572022.4487779 
 11/29  00:15:00,,3.75,,,,,,,10846379.632651354,2252677.414542091 
 11/29  00:30:00,,3.5999999999999998,,,,,,,12143391.064501211,26788646.90270067 
 11/29  00:45:00,,3.4499999999999999,,,,,,,11327016.49313701,24626828.77031418 
 11/29  01:00:00,,3.3,15.369080781959135,28.00200984466984,15.1989126155391,25.52013843978639,11.97903330809411,39.80324018347631,12143391.064501211,28107217.218798665 
 11/29  01:15:00,,3.175,,,,,,,12143391.064501211,26662865.921546583 
 11/29  01:30:00,,3.05,,,,,,,10846379.632651354,2220282.976524341 
 11/29  01:45:00,,2.925,,,,,,,12143391.064501211,22889562.094636799 
 11/29  02:00:00,,2.8,15.497778522495335,27.431475544041697,15.2103131056218,25.605026391424539,11.912486543503054,39.531585519105579,11327016.49313701,23853060.459379786 
 11/29  02:15:00,,2.3749999999999997,,,,,,,12143391.064501211,27709184.466945456 
 11/29  02:30:00,,1.95,,,,,,,12143391.064501211,26881886.30334936 
 11/29  02:45:00,,1.525,,,,,,,10846379.632651354,2501112.9217853986 
 11/29  03:00:00,,1.1,15.475300538217447,27.329845451829376,15.206175368643276,25.797690191149728,11.83420856042954,39.45474750053183,12143391.064501211,26863841.78381994 
 11/29  03:15:00,,1.1,,,,,,,11327016.49313701,25784942.55453609 
 11/29  03:30:00,,1.1,,,,,,,12143391.064501211,30037933.107808103 
 11/29  03:45:00,,1.1,,,,,,,12143391.064501211,29350856.509962817 
 11/29  04:00:00,,1.1,15.33400635153448,27.522729849362734,15.18802726611179,26.036083295518034,11.694682826622845,39.59211557750121,10846379.632651354,2965386.3496105007 
 11/29  04:15:00,,1.375,,,,,,,12143391.064501211,27616393.655250767 
 11/29  04:30:00,,1.6500000000000002,,,,,,,11327016.49313701,26527277.837591024 
 11/29  04:45:00,,1.9250000000000003,,,,,,,12143391.064501211,29913548.316837606 
 11/29  05:00:00,,2.2,15.315498289873539,27.502889261272938,15.550323476846481,25.5785475317899,11.598127539033149,39.62789581179481,12143391.064501211,28725278.79439787 
 11/29  05:15:00,,2.2,,,,,,,10846379.632651354,2842886.4437430559 
 11/29  05:30:00,,2.2,,,,,,,12143391.064501211,27251667.202477095 
 11/29  05:45:00,,2.2,,,,,,,11327016.49313701,26102050.047209965 
 11/29  06:00:00,,2.2,15.319520273296412,27.253006589993598,15.193495384386152,26.181682311037244,11.553121129679964,39.47927313179553,12143391.064501211,29837336.727491443 
 11/29  06:15:00,,2.2,,,,,,,13974043.132952808,43887175.12819983 
 11/29  06:30:00,,2.2,,,,,,,12677031.70110295,22316338.29111173 
 11/29  06:45:00,,2.2,,,,,,,13974043.132952808,44194723.97914483 
 11/29  07:00:00,,2.2,19.848210466186566,20.51528670875061,15.182614284884093,26.217027010864407,11.476042509313487,39.417480509617117,13157668.561588606,29202842.996848849 
 11/29  07:15:00,,2.35,,,,,,,24465894.11835094,43048543.253311719 
 11/29  07:30:00,,2.5,,,,,,,24465894.11835094,44670502.86465471 
 11/29  07:45:00,,2.6499999999999996,,,,,,,24423975.121921947,42876609.02319418 
 11/29  08:00:00,,2.8,20.994175405583016,19.09958547463077,15.559958328954546,25.882464142845973,11.553099342955607,38.98877924487402,24382056.12549295,39541395.96524334 
 11/29  08:15:00,,3.3499999999999998,,,,,,,35923880.717783797,33373327.211228417 
 11/29  08:30:00,,3.9,,,,,,,35847029.224330637,30298969.00247915 
 11/29  08:45:00,,4.45,,,,,,,35847029.224330637,27650627.101534204 
 11/29  09:00:00,,5.0,21.100074101229276,19.745910820357837,15.559959372349333,26.810542159465336,12.067869657817008,37.39974348655073,35847029.224330637,25162363.28782118 
 11/29  09:15:00,,5.15,,,,,,,38930128.49650207,19370230.254576595 
 11/29  09:30:00,,5.3,,,,,,,38930128.49650207,17707568.633005319 
 11/29  09:45:00,,5.449999999999999,,,,,,,38930128.49650207,16322925.901680358 
 11/29  10:00:00,,5.6,21.10012164032667,20.753316745056105,15.559993885212418,27.496724395350105,12.617526349422656,35.82560776637183,38930128.49650207,15148560.148231976 
 11/29  10:15:00,,5.874999999999999,,,,,,,38930128.49650207,13988996.243660212 
 11/29  10:30:00,,6.15,,,,,,,38930128.49650207,12813454.7738999 
 11/29  10:45:00,,6.425000000000001,,,,,,,38930128.49650207,11813157.518597883 
 11/29  11:00:00,,6.7,21.10013206601654,21.377823650949069,15.560000523650573,27.44488901708182,12.969945312967491,34.591403791735718,38930128.49650207,10942450.609153022 
 11/29  11:15:00,,6.825,,,,,,,38930128.49650207,9711810.981757412 
 11/29  11:30:00,,6.95,,,,,,,38930128.49650207,8602349.691180388 
 11/29  11:45:00,,7.075,,,,,,,38930128.49650207,7646990.660844074 
 11/29  12:00:00,,7.2,21.100126773474686,21.773696462895417,15.565329720079213,27.22055734651586,13.254349927948513,33.47958854225021,38930128.49650207,7171765.601844593 
 11/29  12:15:00,,7.3500000000000009,,,,,,,33163435.810803228,7290839.217878238 
 11/29  12:30:00,,7.5,,,,,,,33163435.810803228,7140115.131807703 
 11/29  12:45:00,,7.6499999999999999,,,,,,,33163435.810803228,6931334.75183888 
 11/29  13:00:00,,7.8,21.100117458597667,21.730233281970365,15.690092470936927,26.51678537595562,13.453435924914814,32.60241106400946,33163435.810803228,6735411.272618314 
 11/29  13:15:00,,7.925,,,,,,,38930128.49650207,6144879.988188297 
 11/29  13:30:00,,8.05,,,,,,,38930128.49650207,5924704.742978437 
 11/29  13:45:00,,8.175,,,,,,,38930128.49650207,5703645.42614917 
 11/29  14:00:00,,8.3,21.10010834220772,21.70716868744746,15.84084759232829,25.73006289475076,13.775425640854288,31.550589641706386,38930128.49650207,5548707.478648313 
 11/29  14:15:00,,8.3,,,,,,,39657355.08586862,5510260.650169531 
 11/29  14:30:00,,8.3,,,,,,,39653571.848944079,5495253.766313582 
 11/29  14:45:00,,8.3,,,,,,,38930128.49650207,5502860.123509352 
 11/29  15:00:00,,8.3,21.100124171211648,21.949330093188629,15.853501533921746,25.401846843623557,13.99196174374986,30.86828044173271,39652956.331982377,5533268.7142083779 
 11/29  15:15:00,,8.3,,,,,,,39068956.62459086,5594401.568882178 
 11/29  15:30:00,,8.3,,,,,,,39528218.69435202,5671298.739349667 
 11/29  15:45:00,,8.3,,,,,,,39669260.5001068,5818092.086073083 
 11/29  16:00:00,,8.3,21.10014985166599,21.941137148317219,15.653036395658042,24.96252677480345,13.93775320634483,30.63717597381131,39746305.04503901,6982391.752844257 
 11/29  16:15:00,,7.9,,,,,,,36000732.211236957,10921979.038922152 
 11/29  16:30:00,,7.5,,,,,,,36077583.704690109,12705904.66851014 
 11/29  16:45:00,,7.1000000000000009,,,,,,,41670561.704690109,15002932.417040477 
 11/29  17:00:00,,6.7,21.100172892644513,21.72274756066887,15.560133249691703,24.29215966787701,13.602527954079534,30.900089246984345,41670561.704690109,16559751.263572189 
 11/29  17:15:00,,6.425000000000001,,,,,,,30394536.830361744,20546158.672615377 
 11/29  17:30:00,,6.15,,,,,,,30394536.830361744,21772292.259544486 
 11/29  17:45:00,,5.874999999999999,,,,,,,30394536.830361744,22693789.573280999 
 11/29  18:00:00,,5.6,21.100169954818847,21.23755938346421,15.560006044480835,23.974806455974254,13.037482963988879,31.78710799171666,30394536.830361744,23449898.728532264 
 11/29  18:15:00,,5.0249999999999999,,,,,,,12691665.198322764,11830572.686585227 
 11/29  18:30:00,,4.449999999999999,,,,,,,13062239.89313701,14844736.06115193 
 11/29  18:45:00,,3.8749999999999997,,,,,,,13062239.89313701,15055505.899089005 
 11/29  19:00:00,,3.3,18.053635571118176,25.31147221435915,15.5114323821706,24.088623897475807,12.622373386687915,32.547775724408669,13062239.89313701,15797481.34750351 
 11/29  19:15:00,,3.175,,,,,,,11765228.461287152,0.0 
 11/29  19:30:00,,3.05,,,,,,,13062239.89313701,17362875.07612941 
 11/29  19:45:00,,2.925,,,,,,,13062239.89313701,11355016.770921899 
 11/29  20:00:00,,2.8,16.43796837890354,27.771136660081866,15.304386044274685,24.500710982589184,12.335896852998762,33.092360325973,13062239.89313701,18448448.23114304 
 11/29  20:15:00,,2.8,,,,,,,13062239.89313701,17540968.974449357 
 11/29  20:30:00,,2.8,,,,,,,11765228.461287152,0.0 
 11/29  20:45:00,,2.8,,,,,,,13062239.89313701,19333699.224450679 
 11/29  21:00:00,,2.8,15.892335647770484,28.53952989306273,15.280496550907568,24.610081895579048,12.16088569639631,33.4037434717154,13062239.89313701,13367182.849029312 
 11/29  21:15:00,,2.5249999999999996,,,,,,,13062239.89313701,21248109.929522918 
 11/29  21:30:00,,2.25,,,,,,,13062239.89313701,19911899.340809958 
 11/29  21:45:00,,1.9749999999999999,,,,,,,11765228.461287152,0.0 
 11/29  22:00:00,,1.7,15.534056015309652,28.938932024985435,15.255157136686917,24.756013152220186,11.994856146105356,33.69664390204129,13062239.89313701,21021437.336219856 
 11/29  22:15:00,,1.7,,,,,,,13062239.89313701,13892231.910992312 
 11/29  22:30:00,,1.7,,,,,,,13062239.89313701,21599788.58576055 
 11/29  22:45:00,,1.7,,,,,,,13062239.89313701,19266400.388820355 
 11/29  23:00:00,,1.7,15.417941149188419,28.952456373598584,15.280933006290925,24.755612470910117,11.925977871994118,33.77172009711565,11765228.461287152,0.0 
 11/29  23:15:00,,1.5499999999999999,,,,,,,13062239.89313701,19955659.090204516 
 11/29  23:30:00,,1.4,,,,,,,13062239.89313701,15198598.54796098 
 11/29  23:45:00,,1.25,,,,,,,13062239.89313701,23866177.340474104 
 11/29  24:00:00,,1.1,15.223770616301602,29.15060781257792,15.554952986417375,24.307003493753656,11.838386960867746,33.88312690792734,13062239.89313701,23260448.931471453 
 11/30  00:15:00,,0.9750000000000001,,,,,,,10874503.099232577,2722965.158708378 
 11/30  00:30:00,,0.8500000000000001,,,,,,,12143391.064501211,23362451.376173825 
 11/30  00:45:00,,0.725,,,,,,,12143391.064501211,16134270.2902305 
 11/30  01:00:00,,0.6,15.602334628910463,28.083519373065895,15.229692078776408,24.9052919294277,11.731850896064622,34.05852673348827,12143391.064501211,23847718.172953354 
 11/30  01:15:00,,0.44999999999999998,,,,,,,11327016.49313701,20855617.93749324 
 11/30  01:30:00,,0.3,,,,,,,10030005.061287152,0.0 
 11/30  01:45:00,,0.15,,,,,,,11327016.49313701,20851549.743624268 
 11/30  02:00:00,,0.0,15.314150621852442,28.415847105195075,15.249753310961799,24.875403760671146,11.7424568238924,34.010428848554017,11327016.49313701,15256644.582625471 
 11/30  02:15:00,,0.0,,,,,,,11327016.49313701,24020413.900270814 
 11/30  02:30:00,,0.0,,,,,,,12143391.064501211,24525251.55445455 
 11/30  02:45:00,,0.0,,,,,,,10862159.320517596,2685533.285037363 
 11/30  03:00:00,,0.0,15.368362929006234,28.2760295762588,15.224722599611605,24.964587366112274,11.639225254656474,34.236950967540817,12143391.064501211,26339239.424768699 
 11/30  03:15:00,,-0.275,,,,,,,12143391.064501211,19850563.331532256 
 11/30  03:30:00,,-0.55,,,,,,,11327016.49313701,26151651.364966215 
 11/30  03:45:00,,-0.8250000000000001,,,,,,,12143391.064501211,27689431.133663879 
 11/30  04:00:00,,-1.1,15.391688866897193,28.08876889297783,15.191339237008315,25.176026818074634,11.471569563793292,34.60448111063153,10864833.27196968,3473529.8889251656 
 11/30  04:15:00,,-0.8250000000000001,,,,,,,12143391.064501211,28248699.089094208 
 11/30  04:30:00,,-0.55,,,,,,,12143391.064501211,22216086.14459182 
 11/30  04:45:00,,-0.275,,,,,,,11327016.49313701,28012831.75166559 
 11/30  05:00:00,,0.0,15.337990621758332,28.01395306153138,15.550387632441894,24.755404913007437,11.308088820100189,34.961391384519597,12143391.064501211,28877178.283183576 
 11/30  05:15:00,,0.15,,,,,,,10870004.788411154,3676569.208573258 
 11/30  05:30:00,,0.3,,,,,,,12143391.064501211,27621631.740565979 
 11/30  05:45:00,,0.44999999999999998,,,,,,,12143391.064501211,21217057.51951887 
 11/30  06:00:00,,0.6,15.495654609078443,27.821350251072304,15.181929116451963,25.707251020680756,11.2475520852547,35.1662976434249,11327016.49313701,26662116.06743963 
 11/30  06:15:00,,0.44999999999999998,,,,,,,13974043.132952808,27632304.30116738 
 11/30  06:30:00,,0.3,,,,,,,12677031.70110295,17898826.508127624 
 11/30  06:45:00,,0.15,,,,,,,13974043.132952808,46847202.63119878 
 11/30  07:00:00,,0.0,19.130298543217376,22.539671989781888,15.178373270129335,25.969804722851515,11.220616100553795,35.27589790668543,13974043.132952808,47372691.11945341 
 11/30  07:15:00,,0.275,,,,,,,24465894.11835094,49728877.6296909 
 11/30  07:30:00,,0.55,,,,,,,24465894.11835094,45872797.348580088 
 11/30  07:45:00,,0.8250000000000001,,,,,,,24423975.121921947,43709731.11998804 
 11/30  08:00:00,,1.1,21.0997818741574,19.909563673955636,15.559884514664978,26.293067216037814,11.294873458737762,35.2251220417538,24423975.121921947,42118946.225189868 
 11/30  08:15:00,,1.9250000000000003,,,,,,,35923880.717783797,37292603.06483745 
 11/30  08:30:00,,2.75,,,,,,,35923880.717783797,35323003.59840226 
 11/30  08:45:00,,3.575,,,,,,,35923880.717783797,33441223.412237035 
 11/30  09:00:00,,4.4,21.10006079039381,20.867520792959959,15.559887340388798,28.148788191346328,11.676390098057372,34.768025040474849,35847029.224330637,31495911.388984294 
 11/30  09:15:00,,4.7,,,,,,,38930128.49650207,26211281.59139583 
 11/30  09:30:00,,5.0,,,,,,,38930128.49650207,24771900.4120017 
 11/30  09:45:00,,5.299999999999999,,,,,,,37041351.39674506,24563818.78577646 
 11/30  10:00:00,,5.6,21.10008849326737,22.2580277391878,15.559927489407242,30.064491605092603,12.106146379609314,34.617905938532697,37041351.39674506,23376095.30188763 
 11/30  10:15:00,,5.999999999999999,,,,,,,34343809.58865776,21905602.66320914 
 11/30  10:30:00,,6.4,,,,,,,34343809.58865776,20547942.98497736 
 11/30  10:45:00,,6.800000000000001,,,,,,,34343809.58865776,19614894.899770455 
 11/30  11:00:00,,7.2,21.100115227634214,23.38431745555143,15.559974298464106,31.21856374706404,12.419264612870628,34.81633173636529,34343809.58865776,18863011.024487229 
 11/30  11:15:00,,7.2,,,,,,,34343809.58865776,18636570.77302672 
 11/30  11:30:00,,7.2,,,,,,,34343809.58865776,18515590.59792179 
 11/30  11:45:00,,7.2,,,,,,,34343809.58865776,18276847.662878168 
 11/30  12:00:00,,7.2,21.10015340753381,24.01346476583596,15.56000337011682,31.19864578304815,12.644052289503139,34.77946098675872,34343809.58865776,17992271.10712095 
 11/30  12:15:00,,7.4750000000000009,,,,,,,28577116.902958916,17796197.89815193 
 11/30  12:30:00,,7.75,,,,,,,28577116.902958916,17202376.737429467 
 11/30  12:45:00,,8.025,,,,,,,28577116.902958916,16236495.309820295 
