Date/Time,InteriorEquipment:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Pumps:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ElectricityPurchased:Facility [J](Hourly),ExteriorLights:Electricity [J](Hourly),WaterSystems:Electricity [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),Cooling:Electricity [J](Hourly),Water Heater:WaterSystems:Electricity [J](Hourly) 
 01/18  16:00:00,1242555417,0,389445670.4,3794424804,101769389.8,737057359.9,3794424804,589715413.2,187354.0317,3794424804,1099398261,2319432341,1488289712,10480873.78,187354.0317
 01/18  17:00:00,828370277.9,0,362042843.2,2905968326,102996272.3,334882654.6,2905968326,589715413.2,187357.0441,2905968326,1029579340,2522453568,1927782859,9111450.99,187357.0441
 01/18  18:00:00,828370277.9,0,352167319.5,2952874399,103949315.8,335989764.6,2952874399,636832213.2,0,2952874399,1028820765,2717039616,2193365203,7885545.673,0
 01/18  19:00:00,828370277.9,0,346134158,2590508245,103609606.6,335989764.6,2590508245,353768814.9,187312.9953,2590508245,950451613,2492478782,2049110299,7128028.918,187312.9953
 01/18  20:00:00,828370277.9,986586.3329,342276109.2,2587082947,104192929.4,335989764.6,2587082947,353768814.9,0,2587082947,945592196.6,2623014112,2236284903,6421192.784,0
 01/18  21:00:00,828370277.9,4997056.672,335038680.9,2590734466,104504115,335989764.6,2590734466,353768814.9,187363.0958,2590734466,949474942.9,2739727269,2315094099,5815598.98,187363.0958
 01/18  22:00:00,828370277.9,13413831.53,330382880.3,2432468247,80435838.41,335989764.6,2432468247,212237115.7,187346.5671,2432468247,959712351.3,2827341058,2442168875,3753398.047,187346.5671
 01/18  23:00:00,828370277.9,10606597.87,329931925.7,2399247106,104529589.2,335989764.6,2399247106,165059882.6,0,2399247106,949792641,2740297355,2405861530,4996255.659,0
 01/18  24:00:00,552246851.9,16733911.49,314801506.9,1942052703,47762656.77,259340046.8,1942052703,165059882.6,187359.3639,1942052703,902946386.9,2796768884,2570286374,1905752.241,187359.3639
 01/19  01:00:00,552246851.9,28904200.69,289588971.2,1987088488,105515606.1,259340046.8,1987088488,165059882.6,0,1987088488,890841066,2991601398,2765118888,4416581.788,0
 01/19  02:00:00,552246851.9,31905534.3,288582812.8,1906142281,32208131.03,259340046.8,1906142281,165059882.6,187342.8277,1906142281,886354855.8,3058725688,2820570759,1102154.705,187342.8277
 01/19  03:00:00,552246851.9,29434082.86,287909918.8,1869449305,7626011.297,259340046.8,1869449305,165059882.6,187355.6387,1869449305,875365266.8,3026001408,2799518898,0,187355.6387
 01/19  04:00:00,552246851.9,35110798.46,287208096.4,1876116999,7978376.967,259340046.8,1876116999,165059882.6,0,1876116999,881884264.9,3143929315,2917446805,0,0
 01/19  05:00:00,552246851.9,41568840.1,286582065.8,1886780286,8414876.166,259340046.8,1886780286,165059882.6,187339.0951,1886780286,890180775.1,3254159956,3027677446,0,187339.0951
 01/19  06:00:00,552246851.9,40751494.34,286133865.6,1881055797,8415228.692,259340046.8,1881055797,165059882.6,0,1881055797,884770438.6,3243063261,3016580751,0,0
 01/19  07:00:00,552246851.9,41598266.9,285697992.6,1881790087,8683312.438,259340046.8,1881790087,165059882.6,187351.9188,1881790087,885441875,3396418837,3158263940,0,187351.9188
 01/19  08:00:00,966431990.9,42980469.13,325336244.7,2671232710,8744135.17,412337629.8,2671232710,306636906.6,187300.1029,2671232710,965419604.4,3446788619,3058376138,0,187300.1029
 01/19  09:00:00,1242555417,22776194.06,359340109.7,3485205740,43867945.5,740422075,3485205740,443049039.9,0,3485205740,1000235092,3317672076,2427397508,2073697.458,0
 01/19  10:00:00,1242555417,2035226.806,376194191.4,3686105044,103439302.1,739902339,3686105044,589715413.2,187362.8316,3686105044,989835313.9,2816732240,1898421442,7365250.539,187362.8316
 01/19  11:00:00,1242555417,0,383909838,3701383072,102400680.2,739766520.8,3701383072,589715413.2,0,3701383072,1005016826,2620735230,1616739480,8777926.631,0
 01/19  12:00:00,1242555417,0,389799887.7,3729333282,101489265.5,738750585.5,3729333282,589715413.2,187360.9683,3729333282,1030576641,2375474166,1346974668,10005326.58,187360.9683
 01/19  13:00:00,1242555417,0,391893169.1,3593397721,100887321.3,738230849.5,3593397721,443049039.9,187344.4354,3593397721,1044400998,2141065090,1169108342,10874038.43,187344.4354
 01/19  14:00:00,1242555417,0,393141994.6,3748246807,100274787.6,737057359.9,3748246807,589715413.2,0,3748246807,1053489342,1950780036,946300919.5,11917780.18,0
 01/19  15:00:00,1242555417,0,393125402.9,3755600102,100011477.4,737057359.9,3755600102,589715413.2,187357.2409,3755600102,1060290471,1855567082,854751011.5,12526814.54,187357.2409
 01/19  16:00:00,1242555417,0,392788675.2,3765538720,100087707,737057359.9,3765538720,589715413.2,187340.7005,3765538720,1069894880,1733159324,908965246.1,12770688.99,187340.7005
 01/19  17:00:00,828370277.9,0,364546046.6,2870784236,101385111.5,334882654.6,2870784236,589715413.2,0,2870784236,994303008.5,2123696715,1494544454,10994291.8,0
 01/19  18:00:00,828370277.9,0,352164763.1,2900093513,102572728.9,335989764.6,2900093513,636832213.2,187353.5106,2900093513,975820409,2455694389,1934958360,9286417.803,187353.5106
 01/19  19:00:00,828370277.9,106903.7979,345854563.2,2537926529,102624317.8,335989764.6,2537926529,353768814.9,0,2537926529,897920505.2,2318629439,1903830468,8242531.805,0
 01/19  20:00:00,828370277.9,0,344605477.5,2524945658,102846267.5,335989764.6,2524945658,353768814.9,187351.6502,2524945658,882977681.9,2370265904,1957308875,8049249.697,187351.6502
 01/19  21:00:00,828370277.9,0,342824776.2,2525607962,103031422.2,335989764.6,2525607962,353768814.9,187349.7995,2525607962,883729211.3,2433377789,2008743460,7897168.863,187349.7995
 01/19  22:00:00,828370277.9,0,341607210.4,2391203344,103589653.5,335989764.6,2391203344,212237115.7,0,2391203344,891980552.7,2531191695,2171637268,7246843.022,0
 01/19  23:00:00,828370277.9,0,340220253.8,2336428094,103378793.5,335989764.6,2336428094,165059882.6,187362.5868,2336428094,885822772.3,2491702280,2157266455,7103523.364,187362.5868
 01/19  24:00:00,552246851.9,0,321207103.6,1927842789,103514351.6,259340046.8,1927842789,165059882.6,0,1927842789,828411254.5,2418933210,2192450701,6665562.499,0
 01/20  01:00:00,552246851.9,0,298155639.2,1891538436,103021221,259340046.8,1891538436,165059882.6,187346.0556,1891538436,794978726.4,2265890014,2039407504,7026304.651,187346.0556
 01/20  02:00:00,552246851.9,0,296842000.3,1884182078,102603141.1,259340046.8,1884182078,165059882.6,187358.8556,1884182078,787641067.9,2187537977,1949383046,7448013.427,187358.8556
 01/20  03:00:00,552246851.9,0,295636365.3,1889604169,102413564.8,259340046.8,1889604169,165059882.6,0,1889604169,793224043.2,2156959404,1930476895,7681018.13,0
 01/20  04:00:00,552246851.9,0,294859521.1,1894779166,102513506.7,259340046.8,1894779166,165059882.6,187342.3185,1894779166,798360668.5,2232319579,2005837069,7447867.981,187342.3185
 01/20  05:00:00,552246851.9,0,294229365.9,1906074421,102978473.5,259340046.8,1906074421,165059882.6,0,1906074421,801230671.2,2401825861,2175343352,6743711.57,0
 01/20  06:00:00,552246851.9,0,293615791.4,1894077505,102701945.1,259340046.8,1894077505,165059882.6,187355.1312,1894077505,790664697.2,2275150632,2048668122,7081364.719,187355.1312
 01/20  07:00:00,552246851.9,0,293202842.3,1876809427,102263644.6,259340046.8,1876809427,165059882.6,187338.5866,1876809427,776480912.3,2156616066,1918461167,7566180.494,187338.5866
 01/20  08:00:00,966431990.9,0,339903199.3,2667120977,101680860.2,412639482.4,2667120977,306636906.6,0,2667120977,859474052.2,1992015341,1603602859,8754522.848,0
 01/20  09:00:00,1242555417,0,367382971.5,3482878480,100996509.9,742343582.8,3482878480,443049039.9,187351.4077,3482878480,930283226.6,2237394437,1350823025,10436236.79,187351.4077
 01/20  10:00:00,1242555417,0,371195982.7,3631698786,100848961,740309830.8,3631698786,589715413.2,60265.19057,3631698786,933818678.2,2263409273,1309178490,11269478.11,60265.19057
 01/20  11:00:00,1242555417,0,372438630.7,3610587581,100762546.2,739563706.3,3610587581,589715413.2,127046.943,3610587581,913097839.5,2273710720,1280080808,11607777.62,127046.943
 01/20  12:00:00,1242555417,0,373928843.8,3589184632,100542739.2,737350732.3,3589184632,589715413.2,187347.6842,3589184632,890801099.6,2188246303,1183435718,11985715.24,187347.6842
 01/20  13:00:00,1242555417,0,375086159.6,3423236480,100518405.5,737057359.9,3423236480,443049039.9,0,3423236480,874719552.2,2149321919,1177065362,12120161.97,0
 01/20  14:00:00,1242555417,0,375514086,3544165463,100556439.3,737057359.9,3544165463,589715413.2,187360.4787,3544165463,848703589.8,2199605426,1193644339,12148777.01,187360.4787
 01/20  15:00:00,1242555417,0,375780349.5,3531385928,100426090.6,737057359.9,3531385928,589715413.2,187343.9448,3531385928,833520075.6,2149783809,1129613866,14662519.74,187343.9448
 01/20  16:00:00,1242555417,0,375957415.2,3528237835,100363285.5,737779922.9,3528237835,589715413.2,0,3528237835,822885849.5,1932567691,1101331315,21659104.12,0
 01/20  17:00:00,828370277.9,0,358044496,2668641937,101252945.3,335643261.5,2668641937,589715413.2,187356.7493,2668641937,790395602.6,2114784464,1516492667,11926902.66,187356.7493
 01/20  18:00:00,828370277.9,0,350728087.9,2737237199,101833757.1,335989764.6,2737237199,636832213.2,0,2737237199,812968059.3,2269701470,1746728299,10189118.81,0
 01/20  19:00:00,828370277.9,487777.9503,345107789.3,2411289029,101612464.9,335989764.6,2411289029,353768814.9,187352.8473,2411289029,770789933.7,2078260643,1634870377,9541977.235,187352.8473
 01/20  20:00:00,828370277.9,0,343581123.1,2411941988,101990186,335989764.6,2411941988,353768814.9,187353.0222,2411941988,771493276.2,2178083556,1791347085,9127148.004,187353.0222
 01/20  21:00:00,828370277.9,0,341651804.2,2432620210,102334999.1,335989764.6,2432620210,353768814.9,0,2432620210,792411029.8,2335793192,1911143997,8742173.888,0
 01/20  22:00:00,828370277.9,0,341159814.8,2282059882,102141322.9,335989764.6,2282059882,212237115.7,187336.4734,2282059882,783665851.4,2195335651,1810164180,8934766.068,187336.4734
 01/20  23:00:00,828370277.9,0,340054319.5,2218673060,101664047.8,335989764.6,2218673060,165059882.6,0,2218673060,767987336.9,2089674598,1755238773,9072728.946,0
 01/20  24:00:00,552246851.9,0,323126243.6,1817247580,102127620.6,259340046.8,1817247580,165059882.6,187359.075,1817247580,717306781.1,2173169914,1946687404,8380545.865,187359.075
 01/21  01:00:00,552246851.9,0,297670176.5,1785177359,102097253.2,259340046.8,1785177359,165059882.6,187362.1036,1785177359,688346966.4,2151615282,1925132772,8200230.722,187362.1036
 01/21  02:00:00,552246851.9,0,296457790.9,1781608469,102060290.1,259340046.8,1781608469,165059882.6,0,1781608469,685120145.8,2154829815,1916674882,8101385.069,0
 01/21  03:00:00,552246851.9,0,295548211.9,1779753659,102100722.2,259340046.8,1779753659,165059882.6,187345.5729,1779753659,683183035.2,2163646665,1937164156,7971220.503,187345.5729
 01/21  04:00:00,552246851.9,0,294725045.3,1778170102,102143986.3,259340046.8,1778170102,165059882.6,0,1778170102,681869601.1,2181908741,1955426232,7859227.353,0
 01/21  05:00:00,552246851.9,0,294162454.8,1766290999,101991863.1,259340046.8,1766290999,165059882.6,187358.3746,1766290999,668092882.5,2124065993,1897583483,7973735.861,187358.3746
 01/21  06:00:00,552246851.9,0,293577384.6,1761417562,102080178,259340046.8,1761417562,165059882.6,187341.8365,1761417562,663449272.3,2172671608,1946189099,7772585.62,187341.8365
 01/21  07:00:00,552246851.9,0,293002488.6,1758890608,102044578.5,259340046.8,1758890608,165059882.6,0,1758890608,661535242.2,2167444817,1929289916,7771596.48,0
 01/21  08:00:00,690308564.9,0,323680821.7,2055034085,101988654.5,297644781.7,2055034085,247665365.3,187354.6508,2055034085,698686667.2,2071986399,1791527232,8107637.715,187354.6508
 01/21  09:00:00,897401134.4,0,342973225,2520646526,101269529.8,506029501.4,2520646526,271269090.1,187338.1041,2520646526,724084212.4,2028065207,1507502464,9192516.695,187338.1041
 01/21  10:00:00,897401134.4,0,349862400,2689527665,101328856.4,505085380.2,2689527665,412800789.2,0,2689527665,751863011.3,2193600909,1558443133,9770255.934,0
 01/21  11:00:00,897401134.4,0,351829688.4,2671319941,101011809.7,504523586.9,2671319941,412800789.2,187350.9277,2671319941,733810161.4,2094298420,1422029509,10283648.54,187350.9277
 01/21  12:00:00,897401134.4,0,353359978,2660152589,100807931.2,504393199.1,2660152589,412800789.2,0,2660152589,720037441,1982096935,1344551173,10548137.5,0
 01/21  13:00:00,897401134.4,0,354645953.5,2545367201,100759078.4,504393199.1,2545367201,300754860.7,187346.8812,2545367201,719915512,1962177590,1332385874,10612634.47,187346.8812
 01/21  14:00:00,897401134.4,0,355616011,2535741837,100603121.8,504393199.1,2535741837,300754860.7,187347.1862,2535741837,710184249.5,1893808105,1263814989,10863143.5,187347.1862
 01/21  15:00:00,897401134.4,0,355804115.8,2541249703,100661203.4,504393199.1,2541249703,300754860.7,0,2541249703,715812355.9,1913870696,1301239499,10860384.32,0
 01/21  16:00:00,897401134.4,0,355936673.4,2537784473,100631515.9,504413320.3,2537784473,300754860.7,187359.9824,2537784473,712075588.4,1764583742,1290682146,10953569.18,187359.9824
 01/21  17:00:00,897401134.4,0,355855062.3,2533020229,100592917,505959485.6,2533020229,300754860.7,0,2533020229,705818087.4,1723839045,1281290193,11118995.46,0
 01/21  18:00:00,897401134.4,430739.7178,351438237.6,2418979062,100434090.9,506923736.2,2418979062,194545653.3,187361.038,2418979062,697236615.9,1633925358,1220630245,10877271.66,187361.038
 01/21  19:00:00,552246851.9,0,324339322.3,1741081479,101081830.4,259340046.8,1741081479,165059882.6,187356.255,1741081479,642927520.7,1817919976,1566241996,9986584.401,187356.255
 01/21  20:00:00,552246851.9,0,320297763.4,1763019175,101048182.2,259340046.8,1763019175,165059882.6,0,1763019175,664068895.2,1935064383,1708303143,9323840.627,0
 01/21  21:00:00,552246851.9,0,318764806.9,1804457321,101313042.9,259340046.8,1804457321,165059882.6,187339.7127,1804457321,705672622.2,2057123616,1819247618,8862223.197,187339.7127
 01/21  22:00:00,552246851.9,0,317690849.7,1835640435,101450401,259340046.8,1835640435,165059882.6,0,1835640435,737986994.4,2084491905,1858009396,8657887.185,0
 01/21  23:00:00,552246851.9,0,316796778.9,1863600080,101783805.9,259340046.8,1863600080,165059882.6,187352.5342,1863600080,767224159.2,2208020930,1981538421,8160202.987,187352.5342
 01/21  24:00:00,552246851.9,0,316059344.5,1890173738,102171231.2,259340046.8,1890173738,165059882.6,187317.6174,1890173738,791140558.2,2323982377,2097499867,7623617.543,187317.6174
 01/22  01:00:00,492977197.9,0,287645015.3,1787401560,102274998.6,240177617.3,1787401560,165059882.6,0,1787401560,770113136.1,2259839583,2087333731,7427459.71,0
 01/22  02:00:00,492977197.9,0,286854346.1,1786860355,102203245,240177617.3,1786860355,165059882.6,187348.8147,1786860355,769554907.7,2222448160,2038269883,7360969.306,187348.8147
 01/22  03:00:00,492977197.9,0,286244295.3,1786977848,102245449.5,240177617.3,1786977848,165059882.6,0,1786977848,769819770.4,2221132559,2048626706,7373512.813,0
 01/22  04:00:00,492977197.9,0,285712866.5,1794133148,102460496.5,240177617.3,1794133148,165059882.6,187361.6053,1794133148,776822109.1,2300147939,2127642087,7137079.874,187361.6053
 01/22  05:00:00,492977197.9,0,285283080.5,1804215181,102713219.2,240177617.3,1804215181,165059882.6,187345.0737,1804215181,785258215.5,2373941789,2201435937,6783345.214,187345.0737
 01/22  06:00:00,492977197.9,0,284899965.9,1807903115,102823157.4,240177617.3,1807903115,165059882.6,0,1807903115,789261168.5,2383229710,2210723858,6668513.923,0
 01/22  07:00:00,492977197.9,0,284522432.2,1809504140,102865215.7,240177617.3,1809504140,165059882.6,187357.8771,1809504140,791008541.6,2392730047,2208551802,6682872.542,187357.8771
 01/22  08:00:00,492977197.9,0,307943747.4,1796363991,102808375.4,240152463,1796363991,129722282.6,187341.338,1796363991,814152746.6,2351940541,2179434689,6660620.09,187341.338
 01/22  09:00:00,709830969.8,0,322639764,2253205831,102079578.3,347429596.4,2253205831,235886165.3,0,2253205831,840941362.5,2175692740,1789995618,7100065.072,0
 01/22  10:00:00,709830969.8,0,325842914.4,2241613822,101511391.8,347286532.9,2241613822,235886165.3,187354.1528,2241613822,829173488.5,2000512723,1609892465,7756756.074,187354.1528
 01/22  11:00:00,709830969.8,0,325702459.3,2241405581,101252899.7,347211278.4,2241405581,235886165.3,0,2241405581,829059661.4,1942488195,1545795549,8169736.37,0
 01/22  12:00:00,709830969.8,0,327670576.6,2259585840,101097271.4,347113487.6,2259585840,235886165.3,187337.6063,2259585840,844336837,1902134999,1512428622,8277643.708,187337.6063
 01/22  13:00:00,709830969.8,0,328614231.9,2269068177,101046019.9,347113487.6,2269068177,235886165.3,187350.4326,2269068177,856692036.6,1898521358,1512827940,8300920.088,187350.4326
 01/22  14:00:00,709830969.8,0,328833907.6,2281246135,100890594.3,347113487.6,2281246135,235886165.3,0,2281246135,868980099,1839378610,1452434977,8529647.545,0
 01/22  15:00:00,709830969.8,0,328525033.6,2286095832,101020506.2,347113487.6,2286095832,235886165.3,187363.2178,2286095832,873774128.9,1920974785,1524324128,8266729.486,187363.2178
 01/22  16:00:00,709830969.8,0,327699677.9,2293400598,101429171.2,347113487.6,2293400598,235886165.3,0,2293400598,881510202.5,1928286548,1697286198,7614644.763,0
 01/22  17:00:00,492977197.9,0,311960073.6,1824263621,101997122.3,239935348.8,1824263621,117943082.6,187361.3425,1824263621,854336449.8,2216237943,2043732091,7117867.119,187361.3425
 01/22  18:00:00,492977197.9,0,309320019.3,1882601974,102658444.3,240177617.3,1882601974,165059882.6,187359.4826,1882601974,865266853.4,2407404628,2234898776,6557107.859,187359.4826
 01/22  19:00:00,492977197.9,0,308457527.2,1884606457,103107895.9,240177617.3,1884606457,165059882.6,0,1884606457,867497006.9,2485642502,2313136650,6087079.789,0
 01/22  20:00:00,492977197.9,0,307834400.8,1883909155,103273814.8,240177617.3,1883909155,165059882.6,187342.9467,1883909155,864807320.4,2475996608,2302936936,5979590.788,187342.9467
 01/22  21:00:00,492977197.9,0,307236613.5,1881344912,103543603.4,240177617.3,1881344912,165059882.6,0,1881344912,862561732.6,2541497091,2357873062,5699917.688,0
 01/22  22:00:00,492977197.9,0,304826382.8,1879109101,103964201.8,240177617.3,1879109101,165059882.6,187355.7573,1879109101,861149175.6,2631326371,2458820519,5085208.635,187355.7573
 01/22  23:00:00,492977197.9,0,303089674.8,1877828738,104285067.1,240177617.3,1877828738,165059882.6,187339.214,1877828738,861360602.1,2695824732,2523318880,4544944.343,187339.214
 01/22  24:00:00,492977197.9,0,302501254.6,1879740921,104401132,240177617.3,1879740921,165059882.6,0,1879740921,860646006.8,2702223650,2529717798,4397615.868,0
