Date/Time,InteriorEquipment:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Pumps:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ElectricityPurchased:Facility [J](Hourly),ExteriorLights:Electricity [J](Hourly),WaterSystems:Electricity [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),Cooling:Electricity [J](Hourly),Water Heater:WaterSystems:Electricity [J](Hourly) 
 01/12  06:00:00,552246851.9,0,293519157.2,1688285939,100582099.9,259340046.8,1688285939,165059882.6,187353.2177,1688285939,589576864.5,1634993522,1408511013,9949997.571,187353.2177
 01/12  07:00:00,552246851.9,0,292752853,1728175324,100545307.4,259340046.8,1728175324,165059882.6,187336.6693,1728175324,629845002.8,1678933572,1440778690,9997373.247,187336.6693
 01/12  08:00:00,966431990.9,0,339799492.6,2564809916,100463194.4,412438249.6,2564809916,318416106.6,0,2564809916,744885708.2,1656093586,1267681104,10606433.24,0
 01/12  09:00:00,1242555417,0,370241785.5,3379092077,100009927.7,740240984.1,3379092077,443049039.9,187319.3307,3379092077,828257857.8,1917794263,1035824653,11738007.02,187319.3307
 01/12  10:00:00,1242555417,0,377273049.1,3555998475,99752811.55,738705312.8,3555998475,589715413.2,0,3555998475,859392553.6,1815983695,893935746.8,12734260.57,0
 01/12  11:00:00,1242555417,0,381469661.5,3567329395,99576095.77,739766520.8,3567329395,589715413.2,187362.2833,3567329395,869155859.8,1785508993,794084834.1,13190263.84,187362.2833
 01/12  12:00:00,1242555417,0,388102762.9,3586283801,99447844.2,738705312.8,3586283801,589715413.2,187345.7614,3586283801,886056275.2,1747046161,719517737.2,13560392.85,187345.7614
 01/12  13:00:00,1242555417,0,390916746.2,3456723650,99296935.09,738230849.5,3456723650,443049039.9,0,3456723650,906352477.2,1598944791,630624760.4,13998514.23,0
 01/12  14:00:00,1242555417,0,392075227.3,3612523396,99134695.97,737057359.9,3612523396,589715413.2,187358.5624,3612523396,916117922,1546975449,532948742.4,14492628.32,187358.5624
 01/12  15:00:00,1242555417,0,394883758.8,3616336934,99089397.87,737057359.9,3616336934,589715413.2,187342.0247,3616336934,919660768,1499933817,506035451.2,14789145.82,187342.0247
 01/12  16:00:00,1242555417,0,394745146.7,3624967914,99122139.25,737057359.9,3624967914,589715413.2,0,3624967914,927899110.4,1353400923,527912451,15321068.95,0
 01/12  17:00:00,828370277.9,0,365116310.7,2759157018,99679651.68,335040813.2,2759157018,601494613.2,187354.8357,2759157018,869458669.5,1480481558,865420690.3,13763334.6,187354.8357
 01/12  18:00:00,828370277.9,0,354503589,2797943989,100280663.2,335989764.6,2797943989,636832213.2,0,2797943989,873010930.4,1722018593,1194055284,12396837.04,0
 01/12  19:00:00,828370277.9,313287.4311,348194739.6,2471510795,100532600.1,335989764.6,2471510795,353768814.9,187361.7619,2471510795,830335321.8,1729581291,1311606037,11287821.97,187361.7619
 01/12  20:00:00,828370277.9,0,346532021.7,2474823227,101095448.4,335989764.6,2474823227,353768814.9,187351.1188,2474823227,832213003.4,1971786816,1567881928,10415901.55,187351.1188
 01/12  21:00:00,828370277.9,0,344618739.8,2469838702,101469201.5,335989764.6,2469838702,353768814.9,0,2469838702,827689993.7,2104221100,1696842439,9891976.102,0
 01/12  22:00:00,828370277.9,0,343592881.4,2323692815,101607443.3,335989764.6,2323692815,212237115.7,187330.662,2323692815,823813801.5,2095835935,1710724484,9677639.823,187330.662
 01/12  23:00:00,828370277.9,0,342115421.4,2266636546,101328438.2,335989764.6,2266636546,165059882.6,0,2266636546,815795062.5,2030334319,1695898494,9556686.447,0
 01/12  24:00:00,552246851.9,0,325216366.9,1868498325,101832237.6,259340046.8,1868498325,165059882.6,187362.0324,1868498325,768509573.7,2109040842,1882558332,8711234.777,187362.0324
 01/13  01:00:00,552246851.9,0,299889165.4,1828502150,101699910.5,259340046.8,1828502150,165059882.6,187360.1743,1828502150,731686539.6,2020878531,1794396021,8582620.101,187360.1743
 01/13  02:00:00,552246851.9,0,298284802,1823862583,101902155.1,259340046.8,1823862583,165059882.6,0,1823862583,727421112,2113692170,1875537253,8218034.113,0
 01/13  03:00:00,552246851.9,0,296966758.1,1824062103,102163575.7,259340046.8,1824062103,165059882.6,187343.6398,1824062103,727580959.7,2183424671,1956942161,7827672.457,187343.6398
 01/13  04:00:00,552246851.9,0,295919834.2,1829971038,102546684.6,259340046.8,1829971038,165059882.6,0,1829971038,733859568,2304020557,2077538048,7278531.551,0
 01/13  05:00:00,552246851.9,0,295167593.4,1833513540,102459453.1,259340046.8,1833513540,165059882.6,187356.4481,1833513540,728411380.1,2232040199,2005557690,7323241.881,187356.4481
 01/13  06:00:00,552246851.9,0,294635415.9,1823659042,102284824,259340046.8,1823659042,165059882.6,187339.9061,1823659042,720258561.6,2169812451,1943329942,7464560.06,187339.9061
 01/13  07:00:00,552246851.9,0,293915323.4,1820157288,102331320.2,259340046.8,1820157288,165059882.6,0,1820157288,720110078.2,2206695756,1968540871,7389103.733,0
 01/13  08:00:00,966431990.9,0,341347276.3,2621450117,102250686.2,412463404.6,2621450117,318416106.6,187352.7255,2621450117,802323734.3,2205817825,1817405343,7856721.407,187352.7255
 01/13  09:00:00,1242555417,0,371422683.1,3374878064,101060777.4,739947611.7,3374878064,443049039.9,181493.8473,3374878064,824828120.4,2219660769,1331371203,10211300.21,181493.8473
 01/13  10:00:00,1242555417,0,376463121.3,3443681139,99842257.09,738660040,3443681139,589715413.2,5837.351366,3443681139,741161087.9,1729110012,806147042.6,18581669.34,5837.351366
 01/13  11:00:00,1242555417,0,377490834.7,3386713730,99272352.87,737057359.9,3386713730,589715413.2,187349.0168,3386713730,681165544.6,1538698643,537852614.5,23511558.55,187349.0168
 01/13  12:00:00,1242555417,0,379904846.8,3377927777,98918491.01,737057359.9,3377927777,589715413.2,0,3377927777,669308366.2,1378263796,351063282,24229713.25,0
 01/13  13:00:00,1242555417,0,378955247,3228138910,98698261.41,737057359.9,3228138910,443049039.9,187361.8033,3228138910,668008520.4,1192460407,223612242.8,25246869.12,187361.8033
 01/13  14:00:00,1242555417,0,378966017.9,3368982310,98664761.01,737102632.6,3368982310,589715413.2,187345.272,3368982310,662547036.1,1202672445,206214088,24846809.3,187345.272
 01/13  15:00:00,1242555417,0,378629072.1,3365295125,98687952.14,737825195.6,3365295125,589715413.2,0,3365295125,659038209.7,1219123375,224402879.5,24091660.43,0
 01/13  16:00:00,1242555417,0,378845356,3391834088,98713691.61,738006298.9,3391834088,589715413.2,187358.0747,3391834088,685076658.6,1069655344,244147381.4,24190688.2,187358.0747
 01/13  17:00:00,828370277.9,0,360614880.4,2519226229,99121126.52,335944487.7,2519226229,601494613.2,0,2519226229,621698842.8,1136718893,508521184.3,21331679.62,0
 01/13  18:00:00,828370277.9,0,353301076.8,2507157224,99304457.41,335989764.6,2507157224,636832213.2,187341.5333,2507157224,575655574.8,1153639234,632585198.2,19615318.05,187341.5333
 01/13  19:00:00,828370277.9,1682682.25,347260037.8,2192698156,99229627.52,335989764.6,2192698156,353768814.9,187354.3439,2192698156,545211547.5,1013229193,598603646.7,18734816.1,187354.3439
 01/13  20:00:00,828370277.9,0,345762752,2162786388,99264346.3,335989764.6,2162786388,353768814.9,0,2162786388,515848016.5,1045227508,632348937.2,18341814.8,0
 01/13  21:00:00,828370277.9,0,343860846.1,2124235655,99080978.42,335989764.6,2124235655,353768814.9,187337.8119,2124235655,476842648.4,938119768.2,523202892.4,18773247.68,187337.8119
 01/13  22:00:00,828370277.9,0,343034781.6,1922543526,98860032,335989764.6,1922543526,212237115.7,0,1922543526,416888143.8,749755769,380733004.8,19421084.5,0
 01/13  23:00:00,828370277.9,0,341827963.2,1846648465,98379769.46,335989764.6,1846648465,165059882.6,187350.6399,1846648465,380246730.7,598495573.5,264059749.1,27585673.34,187350.6399
 01/13  24:00:00,552246851.9,0,325036548,1478745512,98445007.32,259340046.8,1478745512,165059882.6,187363.4232,1478745512,350347666.5,532820271.4,306337761.9,40190127.26,187363.4232
 01/14  01:00:00,552246851.9,0,299582256.1,1430258562,98523945.69,259340046.8,1430258562,165059882.6,0,1430258562,325583779.4,616390768.9,389908259.4,19417060.83,0
 01/14  02:00:00,552246851.9,0,298143084.2,1429947473,98596485.64,259340046.8,1429947473,165059882.6,187346.8952,1429947473,327821068.2,693118191.9,454963272.8,16645268.93,187346.8952
 01/14  03:00:00,552246851.9,0,297078917.9,1427810967,98595954.7,259340046.8,1427810967,165059882.6,0,1427810967,325718009.8,689454782.8,462972273.2,16821908.45,0
 01/14  04:00:00,552246851.9,0,295756175.4,1534450933,98894098.58,259340046.8,1534450933,165059882.6,187359.6924,1534450933,435372454.7,923309297.5,696826788,13392432.13,187359.6924
 01/14  05:00:00,552246851.9,0,295005091.2,1686230783,99215958.23,259340046.8,1686230783,165059882.6,187343.157,1686230783,588715892.8,1163048377,936565867.7,9919767.335,187343.157
 01/14  06:00:00,552246851.9,0,294330820.2,1721478683,99359040.51,259340046.8,1721478683,165059882.6,0,1721478683,624292598.1,1262853028,1036370519,9811788.358,0
 01/14  07:00:00,552246851.9,0,293707747.1,1738529474,99507797.67,259340046.8,1738529474,165059882.6,187355.9668,1738529474,641558311.8,1372057833,1133902946,9674213.728,187355.9668
 01/14  08:00:00,690308564.9,0,325776865.8,2043408580,99668854.25,297554226.6,2043408580,259444565.3,187339.4239,2043408580,675934820.8,1300784967,1020325800,9811236.121,187339.4239
 01/14  09:00:00,897401134.4,0,350413996.7,2523757225,99178256.33,505738119.1,2523757225,271269090.1,0,2523757225,728343705.3,1216105320,670086313.6,10566876.4,0
 01/14  10:00:00,897401134.4,0,360454732.5,2709735104,99010356.86,505597270.6,2709735104,412800789.2,187352.2389,2709735104,772148805.8,1178135406,543927186.7,11283030.35,187352.2389
 01/14  11:00:00,897401134.4,0,365666315.2,2723516691,98843582.85,505597270.6,2723516691,412800789.2,0,2723516691,785717666.3,1058236578,415498077.5,11832827.68,0
 01/14  12:00:00,897401134.4,0,370966047.5,2766570032,98759879.19,505466882.9,2766570032,412800789.2,187305.0769,2766570032,825587643.7,1015344228,349504412.3,12214241.79,187305.0769
 01/14  13:00:00,897401134.4,0,373290815,2702610064,98766631.82,504934871.3,2702610064,300754860.7,187348.526,2702610064,876815527.3,958472028.8,355164680.4,12426854.64,187348.526
 01/14  14:00:00,897401134.4,0,374116828.2,2743453678,98738639.68,504393199.1,2743453678,300754860.7,0,2743453678,918195498,960889099.9,332682207.8,12650125.87,0
 01/14  15:00:00,897401134.4,0,376556882.6,2756723193,98732244.77,504393199.1,2756723193,300754860.7,187361.3177,2756723193,931105365.1,944699017,327003976.7,12821774.59,187361.3177
 01/14  16:00:00,897401134.4,0,375591162.3,2761734014,98763858.76,504393199.1,2761734014,300754860.7,0,2761734014,936204724.8,817930276.5,350933684.8,12887406.13,0
 01/14  17:00:00,897401134.4,0,366226024.8,2742091853,98954598.09,505598098.5,2742091853,300754860.7,187344.7855,2742091853,915230609.7,945620718.8,496230009.9,12637896.22,187344.7855
 01/14  18:00:00,897401134.4,0,357858817.3,2594614176,99135671.6,506923736.2,2594614176,194545653.3,187357.5841,2594614176,873005990,1034722374,628265962.4,12091666.86,187357.5841
 01/14  19:00:00,552246851.9,0,329425978.9,1899261246,99779075.19,259340046.8,1899261246,165059882.6,0,1899261246,801754368.5,1343718918,1066735048,10887959.42,0
 01/14  20:00:00,552246851.9,0,324856211.8,1892631274,99738632.58,259340046.8,1892631274,165059882.6,187341.0546,1892631274,793932363.3,1454892202,1228409693,10257298.83,187341.0546
 01/14  21:00:00,552246851.9,0,322883691.9,1890183528,100184175.6,259340046.8,1890183528,165059882.6,0,1890183528,792145122.5,1708013043,1469858090,9474400.6,0
 01/14  22:00:00,552246851.9,0,321474434.3,1894887932,100281415.4,259340046.8,1894887932,165059882.6,187353.8716,1894887932,797529633.5,1706476865,1479994355,9352685.928,187353.8716
 01/14  23:00:00,552246851.9,0,320389299,1910674034,100525400.2,259340046.8,1910674034,165059882.6,187337.3245,1910674034,814734529.3,1807419829,1580937320,8969448.85,187337.3245
 01/14  24:00:00,552246851.9,0,319517607.4,1923152097,101008468.8,259340046.8,1923152097,165059882.6,0,1923152097,824813480.3,2004369410,1777886901,8243039.084,0
 01/15  01:00:00,492977197.9,0,290371504.2,1814201886,101347241.7,240177617.3,1814201886,165059882.6,187350.1542,1814201886,797282619.6,2042607359,1870101506,7781433.172,187350.1542
 01/15  02:00:00,492977197.9,0,289073783.6,1813873749,101860761.1,240177617.3,1813873749,165059882.6,0,1813873749,797392372,2215208069,2031029805,7051177.933,0
 01/15  03:00:00,492977197.9,0,288261970.9,1808043060,102024472.8,240177617.3,1808043060,165059882.6,187362.9403,1808043060,791388228.2,2184069139,2011563286,6889540.827,187362.9403
 01/15  04:00:00,492977197.9,0,287437424.5,1806632631,102159083.6,240177617.3,1806632631,165059882.6,187346.4114,1806632631,789972192.3,2191304865,2018799012,6773883.24,187346.4114
 01/15  05:00:00,492977197.9,0,286726920.3,1808223084,102011762.4,240177617.3,1808223084,165059882.6,0,1808223084,789859336.1,2099160604,1926654752,7065788.946,0
 01/15  06:00:00,492977197.9,0,286086453.3,1812741930,101880573.1,240177617.3,1812741930,165059882.6,187359.2102,1812741930,794250045.4,2055477203,1882971351,7261203.415,187359.2102
 01/15  07:00:00,492977197.9,0,285657860.5,1814438408,102038425.2,240177617.3,1814438408,165059882.6,187342.6738,1814438408,796306521.6,2138796650,1954618418,7133197.726,187342.6738
 01/15  08:00:00,492977197.9,0,309283142,1792996946,101774583.9,240152463,1792996946,129722282.6,0,1792996946,811252214.2,2015551592,1843045740,7401491.481,0
 01/15  09:00:00,709830969.8,0,325639646.1,2251716253,100875347.5,347434626.7,2251716253,235886165.3,187355.4829,2251716253,839220050.4,1732954858,1347877308,8331723.341,187355.4829
 01/15  10:00:00,709830969.8,0,330129473.7,2264309795,100282580.5,347376878.3,2264309795,235886165.3,0,2264309795,851811829.1,1505687727,1117010968,9126637.595,0
 01/15  11:00:00,709830969.8,0,332790823.4,2277338813,99991862.8,347243875.4,2277338813,235886165.3,187353.6096,2277338813,864649830,1401583904,1006113862,9540303.048,187353.6096
 01/15  12:00:00,709830969.8,0,338244834.4,2296700198,99812726.34,347243875.4,2296700198,235886165.3,187351.7551,2296700198,881030473.2,1328546756,937586544.4,9834289.441,187351.7551
 01/15  13:00:00,709830969.8,0,342750801.7,2301004744,99643941.99,347113487.6,2301004744,235886165.3,0,2301004744,888371160,1248267550,863199440.9,10132741.4,0
 01/15  14:00:00,709830969.8,0,342908063.6,2293362524,99483183.22,347113487.6,2293362524,235886165.3,187301.4502,2293362524,880381928.2,1168198062,783089048.2,10446985.38,187301.4502
 01/15  15:00:00,709830969.8,0,334808707.3,2283770170,99656686.12,347113487.6,2283770170,235886165.3,0,2283770170,871041709.1,1296224240,903348766,10206569.19,0
 01/15  16:00:00,709830969.8,0,328830550.1,2274559599,99874562.96,347341869.7,2274559599,235886165.3,187362.6744,2274559599,861390349.4,1277976304,1044423191,10018015.29,187362.6744
 01/15  17:00:00,492977197.9,0,314025072.2,1787913143,99958786.42,240172586.3,1787913143,117943082.6,187360.8109,1787913143,817034400.4,1461585973,1289080120,9854422.653,187360.8109
 01/15  18:00:00,492977197.9,0,312043305.9,1821789855,100272750.6,240177617.3,1821789855,165059882.6,0,1821789855,804134812.2,1635059180,1462553328,9428276.927,0
 01/15  19:00:00,492977197.9,0,310849230.6,1820169642,100928356.2,240177617.3,1820169642,165059882.6,187344.2776,1820169642,802662633.9,1956524325,1784018473,8452436.942,187344.2776
 01/15  20:00:00,492977197.9,0,309985675.5,1813772823,101293063.1,240177617.3,1813772823,165059882.6,0,1813772823,794789305.2,2066085907,1893580055,8004837.668,0
 01/15  21:00:00,492977197.9,0,309473175.9,1797216138,101185651.3,240177617.3,1797216138,165059882.6,187357.0837,1797216138,778052813.9,1968681768,1784503470,8224862.572,187357.0837
 01/15  22:00:00,492977197.9,0,308978689.7,1785239377,101131613.2,240177617.3,1785239377,165059882.6,187340.543,1785239377,766833486.5,1909361201,1736855349,8341850.829,187340.543
 01/15  23:00:00,492977197.9,0,308466433.3,1768922115,101163363.5,240177617.3,1768922115,165059882.6,0,1768922115,751909676.7,1912875997,1740370145,8374774.18,0
 01/15  24:00:00,492977197.9,0,308103448.3,1761552019,101182966.6,240177617.3,1761552019,165059882.6,187353.3618,1761552019,741506991,1914401866,1741896014,8359989.639,187353.3618
 01/16  01:00:00,552246851.9,0,289432802.5,1822192938,101205608.2,259340046.8,1822192938,165059882.6,187336.8136,1822192938,726556823.7,1972552814,1746070304,8148585.977,187336.8136
 01/16  02:00:00,552246851.9,0,289460344.6,1822786377,101303340,259340046.8,1822786377,165059882.6,0,1822786377,727333762.7,2018036016,1779881093,8038144.456,0
 01/16  03:00:00,552246851.9,0,289359360.7,1817708916,101439045.7,259340046.8,1817708916,165059882.6,187349.645,1817708916,722092125.6,2056295957,1829813448,7877850.574,187349.645
 01/16  04:00:00,552246851.9,0,289262891.8,1800967278,101403650.6,259340046.8,1800967278,165059882.6,0,1800967278,705506737.2,2024973021,1798490512,7943684.01,0
 01/16  05:00:00,552246851.9,0,289313717.4,1777690956,101323401.8,259340046.8,1777690956,165059882.6,187362.4329,1777690956,680261796.8,1988332797,1761850287,8035909.471,187362.4329
 01/16  06:00:00,552246851.9,0,289300273.6,1758753888,101183399.3,259340046.8,1758753888,165059882.6,187345.9029,1758753888,661324161.1,1929040259,1702557749,8271699.981,187345.9029
 01/16  07:00:00,552246851.9,0,288994518.8,1755223515,101005445.2,259340046.8,1755223515,165059882.6,0,1755223515,658202976.2,1875445564,1637290673,8595119.012,0
 01/16  08:00:00,966431990.9,0,335430898.4,2543034071,100485578.2,412589172.5,2543034071,306636906.6,187358.7006,2543034071,735574291.6,1637617699,1249205217,9700903.46,187358.7006
 01/16  09:00:00,1242555417,0,366271623,3355416404,99870917.88,741394619,3355416404,443049039.9,0,3355416404,804316034.6,1693401344,943067192.5,11282728.93,0
 01/16  10:00:00,1242555417,0,370763490.6,3510171194,99571042.16,739134509.5,3510171194,589715413.2,187361.7067,3510171194,813489414.5,1709903698,784029990.1,12475398.16,187361.7067
 01/16  11:00:00,1242555417,0,372339044.9,3516299597,99348449.59,737350732.3,3516299597,589715413.2,187354.9709,3516299597,820766733.3,1664414623,661572236.3,13289824.81,187354.9709
 01/16  12:00:00,1242555417,0,373547008.6,3524640116,99202472.24,737057359.9,3524640116,589715413.2,0,3524640116,826309044.7,1603915880,579483207.1,13841087.04,0
 01/16  13:00:00,1242555417,0,374708259.9,3387089965,99006775.62,737057359.9,3387089965,443049039.9,187338.426,3387089965,837570083.7,1430991160,460239591,14515088.25,187338.426
 01/16  14:00:00,1242555417,0,376040646.3,3553679349,98851890.75,737057359.9,3553679349,589715413.2,0,3553679349,857125137,1357149635,361862156.8,15196982.27,0
 01/16  15:00:00,1242555417,0,378789830.1,3561079269,98712213.95,737057359.9,3561079269,589715413.2,187351.2508,3561079269,863963147.4,1266556327,268277260.3,15682369.81,187351.2508
 01/16  16:00:00,1242555417,0,378370248.8,3566675977,98678802.56,737057359.9,3566675977,589715413.2,187320.7518,3566675977,869028669.3,1070851869,245998509.5,16223493.02,187320.7518
 01/16  17:00:00,828370277.9,0,358189704.6,2689517883,99180060.04,335214062.7,2689517883,589715413.2,0,2689517883,811280418.8,1214632902,585939735.8,14656972.58,0
 01/16  18:00:00,828370277.9,0,350694301.4,2731862206,99653146.23,335989764.6,2731862206,636832213.2,187362.1711,2731862206,806561414.5,1406826753,884515717,13258669.12,187362.1711
 01/16  19:00:00,828370277.9,499478.9211,344925646.2,2400824554,99762461.71,335989764.6,2400824554,353768814.9,0,2400824554,759466364.2,1365158247,950277983.4,12475000.57,0
 01/16  20:00:00,828370277.9,0,343556480.5,2400546809,100035973.7,335989764.6,2400546809,353768814.9,187360.3084,2400546809,757457994,1523021367,1110104308,11995603.25,187360.3084
 01/16  21:00:00,828370277.9,0,342003127.5,2400764024,100142868.6,335989764.6,2400764024,353768814.9,187343.7742,2400764024,757770441,1590024456,1165444829,11909021,187343.7742
 01/16  22:00:00,828370277.9,0,341171121,2255451621,100369256.5,335989764.6,2255451621,212237115.7,0,2255451621,755206986.5,1643505983,1283961065,11496813.38,0
 01/16  23:00:00,828370277.9,0,339884453.6,2198530003,100110372.9,335989764.6,2198530003,165059882.6,187356.5819,2198530003,746983373.1,1636816306,1302380481,11313500.85,187356.5819
 01/16  24:00:00,552246851.9,0,323383516.3,1788667115,100048051.6,259340046.8,1788667115,165059882.6,187340.0391,1788667115,687776187.2,1491713685,1265231176,11407177.23,187340.0391
 01/17  01:00:00,552246851.9,0,298095513.7,1733552325,99688659.18,259340046.8,1733552325,165059882.6,0,1733552325,635583288.8,1305233991,1078751481,11908108.5,0
 01/17  02:00:00,552246851.9,0,296545356.4,1741347121,99849744.44,259340046.8,1741347121,165059882.6,187352.8595,1741347121,643392622.5,1431026126,1192871200,11550173.17,187352.8595
 01/17  03:00:00,552246851.9,0,295393935.8,1774721649,100245444.8,259340046.8,1774721649,165059882.6,0,1774721649,677398569.7,1649184389,1422701879,10739501.94,0
 01/17  04:00:00,552246851.9,0,294583240.4,1813986516,100608870.7,259340046.8,1813986516,165059882.6,187336.3104,1813986516,716860796.1,1832037602,1605555093,10031081.91,187336.3104
 01/17  05:00:00,552246851.9,0,293877531.6,1861860624,101031622.3,259340046.8,1861860624,165059882.6,187349.1435,1861860624,756226953.3,2012722378,1786239868,9294409.231,187349.1435
 01/17  06:00:00,552246851.9,0,293148440,1892088059,101508820.2,259340046.8,1892088059,165059882.6,0,1892088059,788606743.8,2180760597,1954278088,8523534.402,0
 01/17  07:00:00,552246851.9,0,292564112.1,1907346714,101845181.2,259340046.8,1907346714,165059882.6,187361.9331,1907346714,806989094.2,2265030117,2026875224,8015415.063,187361.9331
 01/17  08:00:00,966431990.9,0,340188500.7,2711199858,101722841.2,412387939.7,2711199858,306636906.6,0,2711199858,903904079.4,2157825053,1769412571,8617353.436,0
 01/17  09:00:00,1242555417,0,371863486.2,3531941758,101151040.9,739857066.3,3531941758,443049039.9,187315.9625,3531941758,982213581.7,2368977888,1482872706,9904762.926,187315.9625
 01/17  10:00:00,1242555417,0,377741367.9,3688507549,100973607.3,738750585.5,3688507549,589715413.2,187358.1997,3688507549,992526213.5,2338311895,1385415778,10679446.15,187358.1997
 01/17  11:00:00,1242555417,0,381252711.2,3695371249,100819284,738276122.2,3695371249,589715413.2,0,3695371249,999851207.3,2291553393,1298967580,10994104.01,0
 01/17  12:00:00,1242555417,0,380624042.9,3719281067,100669807.9,737644104.7,3719281067,589715413.2,187341.673,3719281067,1021043315,2224898275,1220230376,11421510.55,187341.673
 01/17  13:00:00,1242555417,0,377671178.3,3581442346,100736486.9,737057359.9,3581442346,443049039.9,0,3581442346,1033288883,2219983885,1248523942,11544097.87,0
 01/17  14:00:00,1242555417,0,378606665.2,3746858930,100865538.9,737057359.9,3746858930,589715413.2,187354.4879,3746858930,1051831407,2301631750,1298275510,11415856.09,187354.4879
 01/17  15:00:00,1242555417,0,378868125.6,3758873510,101030593,737057359.9,3758873510,589715413.2,187337.942,3758873510,1063833475,2373772850,1356453716,11245645.9,187337.942
 01/17  16:00:00,1242555417,0,376931697.8,3762497459,101285974.8,737870480.7,3762497459,589715413.2,0,3762497459,1066573838,2280338440,1449086510,11233605.12,0
 01/17  17:00:00,828370277.9,0,359366937.8,2911696272,102366599.8,335311853.5,2911696272,589715413.2,187337.1034,2911696272,1034544688,2454634517,1854685717,10071353.89,187337.1034
 01/17  18:00:00,828370277.9,0,351660026.8,2954385952,102657701.2,335989764.6,2954385952,636832213.2,1379.110872,2954385952,1030092118,2440272669,1917503508,9409160.586,1379.110872
 01/17  19:00:00,828370277.9,0,345497460.6,2595446595,102297736.7,335989764.6,2595446595,353768814.9,185982.8082,2595446595,954909548.4,2208679453,1778446049,8915152.558,185982.8082
 01/17  20:00:00,828370277.9,0,343814376.1,2603635579,102581674.1,335989764.6,2603635579,353768814.9,187347.0534,2603635579,963116995.8,2296230635,1896438775,8624752.01,187347.0534
 01/17  21:00:00,828370277.9,0,342083521.7,2611559040,102866132.9,335989764.6,2611559040,353768814.9,0,2611559040,971279302.7,2422349954,1997768714,8300123.261,0
 01/17  22:00:00,828370277.9,0,341223332,2468962968,103397839,335989764.6,2468962968,212237115.7,187359.8501,2468962968,970577046.9,2543436338,2158250971,7680528.903,187359.8501
 01/17  23:00:00,828370277.9,0,339568244.7,2426891095,103563491.5,335989764.6,2426891095,165059882.6,187343.3149,2426891095,976108627.7,2600078370,2265642546,7096512.084,187343.3149
 01/17  24:00:00,552246851.9,0,317017772.6,2023923038,104071674.2,259340046.8,2023923038,165059882.6,0,2023923038,924664594.4,2622944771,2396462262,5934743.138,0
 01/18  01:00:00,552246851.9,649216.3305,290975141.9,1993941367,104382125.4,259340046.8,1993941367,165059882.6,187356.1227,1993941367,898244489.9,2711135293,2484652783,4806582.893,187356.1227
 01/18  02:00:00,552246851.9,4685789.724,289569197.2,1893730765,6607563.366,259340046.8,1893730765,165059882.6,0,1893730765,900827690.4,2796531833,2558376906,0,0
 01/18  03:00:00,552246851.9,8463780.998,288620685,1897576150,6819097.531,259340046.8,1897576150,165059882.6,187339.5801,1897576150,904293613.5,2849082495,2622599986,0,187339.5801
 01/18  04:00:00,552246851.9,13362409.19,287755527.4,2004322583,105055391.5,259340046.8,2004322583,165059882.6,187352.4021,2004322583,908404141.2,2916953955,2690471445,4417029.431,187352.4021
 01/18  05:00:00,552246851.9,18241127.49,287129093.6,2008447390,105271970.3,259340046.8,2008447390,165059882.6,0,2008447390,910786033,2981392906,2754910396,4387795.337,0
 01/18  06:00:00,552246851.9,22429325.13,286583282.2,1931561075,31986214.41,259340046.8,1931561075,165059882.6,187310.8466,1931561075,910409879.7,3047056963,2820574454,1103175.165,187310.8466
 01/18  07:00:00,552246851.9,23995403.25,286124912.3,1901434393,7704361.415,259340046.8,1901434393,165059882.6,0,1901434393,906248300.6,3154722468,2916567572,0,0
 01/18  08:00:00,966431990.9,23663878.28,327240550.1,2688971150,7636669.32,412337629.8,2688971150,306636906.6,187358.4509,2688971150,984261566.4,3158125254,2769712772,0,187358.4509
 01/18  09:00:00,1242555417,19378114.45,364230538.3,3556297011,56094845,740083429.9,3556297011,443049039.9,187361.4754,3556297011,1058756625,3339106510,2468450378,2564684.467,187361.4754
 01/18  10:00:00,1242555417,12615909.93,376315454.5,3771248105,104195574.5,739766520.8,3771248105,589715413.2,0,3771248105,1075500051,3101347060,2147516305,6412774.008,0
 01/18  11:00:00,1242555417,4226515.109,380458220.6,3770603549,103617363.6,739766520.8,3770603549,589715413.2,187344.9509,3770603549,1074237464,2969835352,1976892727,7380312.046,187344.9509
 01/18  12:00:00,1242555417,265731.6091,387584145,3790760425,103111990.5,739043957.9,3790760425,589715413.2,0,3790760425,1092182162,2840354269,1835521992,8101032.68,0
 01/18  13:00:00,1242555417,0,390741524.3,3650255509,102485923.6,738230849.5,3650255509,443049039.9,187357.7546,3650255509,1101599931,2633091775,1661284114,8943248.601,187357.7546
 01/18  14:00:00,1242555417,0,391498193.1,3796835270,101995419,737057359.9,3796835270,589715413.2,187341.2153,3796835270,1102528366,2540600943,1530997984,9569376.466,187341.2153
 01/18  15:00:00,1242555417,0,391336505.8,3798543497,101873173.5,737057359.9,3798543497,589715413.2,0,3798543497,1104267030,2532772638,1514476813,9829456.009,0
