Date/Time,InteriorLights:Electricity [J](Hourly),Heating:Gas [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),ElectricityNet:Facility [J](Hourly),Pumps:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),ElectricityPurchased:Facility [J](Hourly),Fans:Electricity [J](Hourly),Electricity:HVAC [J](Hourly),ExteriorLights:Electricity [J](Hourly),Gas:Facility [J](Hourly),Electricity:Facility [J](Hourly) 
 10/31  13:00:00,1139816321,559149.8303,0,775280509.3,5328666644,112688677.3,2751488394,5328666644,376382155.8,918825134.1,132685968.3,197737242.2,5328666644
 10/31  14:00:00,1139816321,0,0,844551879.7,5582599723,112954710.3,2882520710,5582599723,421108629.3,962518916.5,132685968.3,198047114.8,5582599723
 10/31  15:00:00,1139816321,0,0,843725316.9,5620789788,113015842.9,2882520710,5620789788,459298762.6,1000563258,132685968.3,133521178.3,5620789788
 10/31  16:00:00,1165932344,0,0,789263855.1,5667243471,112619057.1,2882520710,5667243471,539607199.7,1080760947,132685968.3,111433709,5667243471
 10/31  17:00:00,1275337324,0,0,677100530.1,5775197794,112396019.1,2882520710,5775197794,485227247.2,1026550398,309600592.6,158203377.1,5775197794
 10/31  18:00:00,746165465.5,1927367.705,0,550463446.5,4735423567,112281978.2,2358391447,4735423567,303923313,846368117.6,644910000.3,105493360.9,4735423567
 10/31  19:00:00,447699279.3,38535051.57,0,545357096.5,4181604741,34391582.82,2227359132,4181604741,262676161.7,806661886.4,644910000.3,106185462.5,4181604741
 10/31  20:00:00,447699279.3,69959579.68,0,546611921.5,4089206549,34433464.35,2227359132,4089206549,257438574.6,802884455.1,556452688.2,134214975.1,4089206549
 10/31  21:00:00,298466186.2,103036641.7,0,546585368.4,3906989768,8498259.953,2227359132,3906989768,250416644.2,797002012.6,556452688.2,167734686.7,3906989768
 10/31  22:00:00,298466186.2,171141840.8,0,547480347.8,3815989023,8588937.956,2227359132,3815989023,246887554.7,794367902.5,467995376,193781202.2,3815989023
 10/31  23:00:00,149233093.1,0,0,548346459.3,3557484923,8360684.798,2227359132,3557484923,225436000.9,773782460.2,379538063.8,22534881.9,3557484923
 10/31  24:00:00,74616546.55,0,0,549395783.8,3382770233,8360684.798,2227359132,3382770233,212745845.2,762141629,291080751.6,22347674.67,3382770233
 11/01  01:00:00,80771321.23,0,0,550035716.3,3238881223,8289832.597,2227359132,3238881223,199856252.1,749891968.4,153357479.7,9975553.087,3238881223
 11/01  02:00:00,80771321.23,0,0,550073919.6,3240610027,8289832.597,2227359132,3240610027,201546853.3,751620772.9,153357479.7,9975553.087,3240610027
 11/01  03:00:00,80771321.23,0,0,549248624.8,3232811703,8289832.597,2227359132,3232811703,194573823.8,743822448.6,153357479.7,9975553.087,3232811703
 11/01  04:00:00,80771321.23,0,0,547159506.3,3254912388,8289832.597,2227359132,3254912388,218763627.1,765923133.4,153357479.7,9975553.087,3254912388
 11/01  05:00:00,80771321.23,0,0,546393024.5,3286091675,8289832.597,2227359132,3286091675,206480739.8,752873764.4,197586135.8,9975553.087,3286091675
 11/01  06:00:00,161542642.5,2036572.546,0,546021131.7,3455978547,8292486.835,2227359132,3455978547,207508217.1,753529348.8,286043448,12012125.63,3455978547
 11/01  07:00:00,149233093.1,672802348.1,0,545424572.9,3638115026,9290345.857,2227359132,3638115026,232455425,777879997.9,455140968.4,682777901.2,3638115026
 11/01  08:00:00,435288601.8,548511045,0,544466672.7,3911013407,9090393.56,2227359132,3911013407,233310557.8,777777230.6,442286560.9,585978273.9,3911013407
 11/01  09:00:00,1190916009,143947540.8,0,544037522.8,5422654979,8542203.409,2882520710,5422654979,335140484.4,879178007.2,442286560.9,257626617.4,5422654979
 11/01  10:00:00,1154110503,137840032.4,0,546292020.8,5321244520,60492687.17,2882520710,5321244520,349016517.3,892976403.9,309600592.6,276114344.4,5321244520
 11/01  11:00:00,1139816321,107528490.6,0,543010714.6,5082929913,8495260.21,2882520710,5082929913,357189450.8,900200165.5,132685968.3,246565777,5082929913
 11/01  12:00:00,1139816321,84321119.74,0,541982685.3,5089899082,8465718.615,2882520710,5089899082,365216190.4,907198875.7,132685968.3,249492242,5089899082
 11/01  13:00:00,1139816321,74375939.63,0,541345502.4,4928785990,8453045.758,2751488394,4928785990,335785270.2,877130772.6,132685968.3,266956663.4,4928785990
 11/01  14:00:00,1139816321,77174787.65,0,540741218.8,5104019655,8456363.978,2882520710,5104019655,380587585,921328803.8,132685968.3,265833904.3,5104019655
 11/01  15:00:00,1139816321,77094803.85,0,545229069.6,5215333611,112373275.4,2882520710,5215333611,383496778.4,924064276.3,132685968.3,209233195.4,5215333611
 11/01  16:00:00,1160814062,66944718.35,0,545272760.2,5239406466,112360463.8,2882520710,5239406466,386541012.4,927157422.2,132685968.3,192120218.3,5239406466
 11/01  17:00:00,1305865803,72144322.65,0,540828361.1,5457725941,8449535.567,2882520710,5457725941,391249450,932077811,309600592.6,216604325.3,5457725941
 11/01  18:00:00,746165465.5,83350038.77,0,541275763.4,4607263104,8463256.29,2358391447,4607263104,288845682.2,830121445.6,644910000.3,183804122.6,4607263104
 11/01  19:00:00,447699279.3,167266081,0,541640819.1,4146699006,8567685.934,2227359132,4146699006,257310600.8,798951419.9,644910000.3,249662391.5,4146699006
 11/01  20:00:00,447699279.3,355904322.1,0,542385460.5,4054584022,8805060.761,2227359132,4054584022,252670912.5,795056373,556452688.2,420197798,4054584022
 11/01  21:00:00,298466186.2,559086375.9,0,543446859.4,3899901223,9064975.228,2227359132,3899901223,245899893.7,789346753.2,556452688.2,610138327.1,3899901223
 11/01  22:00:00,298466186.2,718774948.6,0,544435765.4,3809121374,9272027.572,2227359132,3809121374,242381398.4,786817163.8,467995376,754455517.5,3809121374
 11/01  23:00:00,149233093.1,0,0,546588982.1,3578792136,34339987.15,2227359132,3578792136,222521389.2,767946539.5,379538063.8,22380957.19,3578792136
 11/01  24:00:00,74616546.55,0,0,545841025.7,3369674670,8360684.798,2227359132,3369674670,203205041,749046066.6,291080751.6,22350151.47,3369674670
 11/02  01:00:00,80771321.23,0,0,545370321.6,3233332051,8289832.597,2227359132,3233332051,198972475.6,744342797.2,153357479.7,9975553.087,3233332051
 11/02  02:00:00,80771321.23,0,0,544994549.4,3234888110,8289832.597,2227359132,3234888110,200904306.3,745898855.7,153357479.7,9975553.087,3234888110
 11/02  03:00:00,80771321.23,0,0,544937331.3,3234106802,8289832.597,2227359132,3234106802,200180216.2,745117547.5,153357479.7,9975553.087,3234106802
 11/02  04:00:00,80771321.23,0,0,545028869.5,3258334544,8289832.597,2227359132,3258334544,224316420.3,769345289.8,153357479.7,9975553.087,3258334544
 11/02  05:00:00,80771321.23,0,0,546201681.3,3273431769,34269134.96,2227359132,3273431769,168032874.7,713072722.9,197586135.8,9975553.087,3273431769
 11/02  06:00:00,161542642.5,133139316.3,0,549098549.1,3535434983,86385711.66,2227359132,3535434983,205794010.9,751399741.7,286043448,143114869.4,3535434983
 11/02  07:00:00,146978436.9,1323662717,0,546676807,3636969725,10091441.52,2227359132,3636969725,231511450.8,778188257.7,455140968.4,1333638270,3636969725
 11/02  08:00:00,395457152.1,962739231,0,547459962.6,3873541507,9568049.041,2227359132,3873541507,232199161.7,779659124.3,442286560.9,1000337628,3873541507
 11/02  09:00:00,1148992221,165841962.2,0,546436956.3,5390577919,8552146.85,2882520710,5390577919,342577835.8,889014792.1,442286560.9,274622222.8,5390577919
 11/02  10:00:00,1139816321,101709974.4,0,545565090.2,5302430486,8477204.829,2882520710,5302430486,397239078.8,942804168.9,309600592.6,239888711.7,5302430486
 11/02  11:00:00,1139816321,86351411.91,0,545150754.8,5109909967,8459336.734,2882520710,5109909967,382065388.2,927216143,132685968.3,231652033.2,5109909967
 11/02  12:00:00,1139816321,32335958.73,0,544813348.1,5159522956,8397388.893,2882520710,5159522956,432077731.5,976891079.5,132685968.3,193480465.4,5159522956
 11/02  13:00:00,1139816321,34028394.17,0,544333505.9,4963910758,8399254.721,2751488394,4963910758,367975825.6,912309331.6,132685968.3,232211679.1,4963910758
 11/02  14:00:00,1139816321,28836363.07,0,544138475.1,5151198595,8393318.681,2882520710,5151198595,424432313.5,968570788.6,132685968.3,217891734.6,5151198595
 11/02  15:00:00,1139816321,39664134.88,0,544291278.5,5137812736,8405580.457,2882520710,5137812736,410881389.9,955172668.4,132685968.3,171941155.9,5137812736
 11/02  16:00:00,1164313050,28829842.43,0,544696355.4,5198089090,8393247.546,2882520710,5198089090,446268270.2,990964625.6,132685968.3,154122942.3,5198089090
 11/02  17:00:00,1301174041,68448205.91,0,545363662,5464089677,8438244.19,2882520710,5464089677,397780938.3,943144600.3,309600592.6,208869412.1,5464089677
 11/02  18:00:00,746165465.5,82806816.6,0,546111331.1,4611700713,8454557.707,2358391447,4611700713,288456422.4,834567753.5,644910000.3,187669928.1,4611700713
 11/02  19:00:00,447699279.3,93013109.12,0,545936058.8,4149589579,8466098.798,2227359132,4149589579,256007521,801943579.8,644910000.3,175368025,4149589579
 11/02  20:00:00,447699279.3,137024578.4,0,545806039.6,4056526503,8516298.356,2227359132,4056526503,251481576.9,797287616.5,556452688.2,200787258.5,4056526503
 11/02  21:00:00,298466186.2,227436057.4,0,545913810.7,3901004933,8619809.826,2227359132,3901004933,244981817.3,790895628.1,556452688.2,279125011.9,3901004933
 11/02  22:00:00,298466186.2,272995895.1,0,546035238.5,3809436947,8670821.587,2227359132,3809436947,241698703.8,787733942.3,467995376,308684940.4,3809436947
 11/02  23:00:00,149233093.1,0,0,546129669.3,3552501249,8360684.798,2227359132,3552501249,222669117.5,768798786.8,379538063.8,22336218.56,3552501249
 11/02  24:00:00,74616546.55,0,0,546419457,3370136820,8360684.798,2227359132,3370136820,203088759.5,749508216.5,291080751.6,22298145.17,3370136820
 11/03  01:00:00,80771321.23,0,0,549713509.2,3284413228,55052576.84,2227359132,3284413228,198947720.4,746567562.3,153357479.7,9975553.087,3284413228
 11/03  02:00:00,80771321.23,0,0,548891411.4,3238951506,8289832.597,2227359132,3238951506,201070840.1,749962251.6,153357479.7,9975553.087,3238951506
 11/03  03:00:00,80771321.23,0,0,549366867.1,3236885217,8289832.597,2227359132,3236885217,198529096,747895963.1,153357479.7,9975553.087,3236885217
 11/03  04:00:00,80771321.23,0,0,550390532.9,3241650119,8289832.597,2227359132,3241650119,202270331.9,752660864.8,153357479.7,9975553.087,3241650119
 11/03  05:00:00,80771321.23,0,0,551489955.6,3248664287,8289832.597,2227359132,3248664287,163956421.3,715446376.9,197586135.8,9975553.087,3248664287
 11/03  06:00:00,161542642.5,96335315.98,0,552756783.7,3484636966,8396265.846,2227359132,3484636966,229327205.7,782083989.4,286043448,106310869.1,3484636966
 11/03  07:00:00,145664898.6,1352443503,0,553903353.6,3642654986,10050341.46,2227359132,3642654986,231324803.1,785228156.7,455140968.4,1362419056,3642654986
 11/03  08:00:00,395314977.5,912745466.7,0,553987293.8,3880336507,9463344.848,2227359132,3880336507,232713709.7,786701003.5,442286560.9,950349871.4,3880336507
 11/03  09:00:00,1140948683,134331540.3,0,552622426.6,5418836524,23665641.32,2882520710,5418836524,357581013.8,909525203.7,442286560.9,243344551.6,5418836524
 11/03  10:00:00,1159081577,36122270.82,0,549805777.9,5382159930,8400681.677,2882520710,5382159930,453539102.2,1003344880,309600592.6,173562647.2,5382159930
 11/03  11:00:00,1140242844,1150506.791,0,582576400.8,5253277392,86320742.02,2882520710,5253277392,409719238.1,957882990.7,132685968.3,147540396.9,5253277392
 11/03  12:00:00,1139816321,0,0,698256519.7,5396762096,112441219.5,2882520710,5396762096,403644676.4,950009660.6,132685968.3,161562295.8,5396762096
 11/03  13:00:00,1139816321,0,0,778615386.4,5334963401,112662044.8,2751488394,5334963401,379933330.4,923999316.9,132685968.3,198516062.8,5334963401
 11/03  14:00:00,1154537027,0,0,845779729.3,5604776754,112998556.4,2882520710,5604776754,426754953.4,968640327.4,132685968.3,189408243.8,5604776754
 11/03  15:00:00,1173696568,0,0,845183848.7,5660726737,113185311.6,2882520710,5660726737,463081130.6,1004370623,132685968.3,132446534.5,5660726737
 11/03  16:00:00,1182166629,0,0,782333092.8,5685414560,112617689.6,2882520710,5685414560,548067896.6,1088929227,132685968.3,125428684.5,5685414560
 11/03  17:00:00,1275763847,0,0,659543842,5776132840,112375634.3,2882520710,5776132840,506099862.5,1047753165,309600592.6,142206845.3,5776132840
 11/03  18:00:00,746165465.5,11574665.86,0,548905144.2,4712199115,86312122.87,2358391447,4712199115,308303445.9,852109174,644910000.3,114929403.5,4712199115
 11/03  19:00:00,447699279.3,42660338.21,0,545440610.7,4158833149,8407905.345,2227359132,4158833149,265804732.9,811245343.6,644910000.3,125151826.8,4158833149
 11/03  20:00:00,447699279.3,60436405.36,0,545764103.5,4065569512,8427655.83,2227359132,4065569512,260655164.5,806419268,556452688.2,124776222.8,4065569512
 11/03  21:00:00,298466186.2,91680031.28,0,545185381.4,3908606568,8462550.205,2227359132,3908606568,253469141.6,798654523,556452688.2,142759809,3908606568
 11/03  22:00:00,298466186.2,135129178.9,0,544704606.1,3816001106,8511261.946,2227359132,3816001106,249753054.9,794457661,467995376,170876525.4,3816001106
 11/03  23:00:00,149233093.1,0,0,544113214.1,3552590137,8360684.798,2227359132,3552590137,224774460.7,768887674.8,379538063.8,22411427.11,3552590137
 11/03  24:00:00,74616546.55,0,0,543770707.1,3371819642,8360684.798,2227359132,3371819642,207420331.2,751191038.3,291080751.6,22349938.29,3371819642
 11/04  01:00:00,80771321.23,0,0,543771648.1,3103860837,8289832.597,2096326816,3103860837,202132250.6,745903898.7,153357479.7,9975553.087,3103860837
 11/04  02:00:00,80771321.23,0,0,544075529.1,3099841297,8289832.597,2096326816,3099841297,197808829.2,741884358.3,153357479.7,9975553.087,3099841297
 11/04  03:00:00,80771321.23,0,0,545011377.8,3104861129,8289832.597,2096326816,3104861129,201892813.1,746904190.9,153357479.7,9975553.087,3104861129
 11/04  04:00:00,80771321.23,0,0,545342442.5,3122369017,8289832.597,2096326816,3122369017,219069635.9,764412078.3,153357479.7,9975553.087,3122369017
 11/04  05:00:00,80771321.23,0,0,544309708.5,3128157959,8289832.597,2096326816,3128157959,181662655.9,725972364.4,197586135.8,9975553.087,3128157959
 11/04  06:00:00,80771321.23,0,0,543927119.4,3213465496,8289832.597,2096326816,3213465496,178895469.8,722822589.3,286043448,9975553.087,3213465496
 11/04  07:00:00,146132101.6,419027426.6,0,544213296.1,3636624576,8840180.377,2227359132,3636624576,235727408.8,779940704.9,455140968.4,429002979.7,3636624576
 11/04  08:00:00,132371392.2,321717134.7,0,544397263.3,3620761083,21713434.08,2227359132,3620761083,233421812,777238235.2,442286560.9,331692687.8,3620761083
 11/04  09:00:00,385820760.9,41751145.98,0,543535855.3,4070352756,34385836.97,2358391447,4070352756,286720805.6,828986286.1,442286560.9,91649375.66,4070352756
 11/04  10:00:00,379938773.5,186759.0434,0,558554112,4068210167,112286258.3,2358391447,4068210167,330227494.7,870037358,309600592.6,81235703.82,4068210167
 11/04  11:00:00,379938773.5,0,0,696218995.7,4046517250,112502634.4,2358391447,4046517250,334490011.9,871698206.4,132685968.3,66268681.01,4046517250
 11/04  12:00:00,379938773.5,0,0,824497148.4,4182636549,113425017.3,2358391447,4182636549,318027752.4,853328856.9,132685968.3,82697663.98,4182636549
 11/04  13:00:00,189969386.8,0,0,824629891.3,3793107018,113795060.4,2161842974,3793107018,309118597.8,843020760.8,132685968.3,76907895.19,3793107018
 11/04  14:00:00,189969386.8,0,0,773791446,3728433011,112994611.4,2161842974,3728433011,300651680.7,833390443.6,132685968.3,70436729.34,3728433011
 11/04  15:00:00,189969386.8,0,0,794798362.3,3766076181,112948901.4,2161842974,3766076181,313236369.4,845492957.2,132685968.3,50710386.98,3766076181
 11/04  16:00:00,192839293.2,0,0,738508411.5,3672935022,112661458.5,2161842974,3672935022,280191091.5,812466242.5,132685968.3,49715085,3672935022
 11/04  17:00:00,216232623,0,0,654502690.1,3788704288,112431001.8,2161842974,3788704288,245798546.7,778596164.6,360256452.5,49875671.71,3788704288
 11/04  18:00:00,74616546.55,0,0,597270701.8,3783417878,112336233,2096326816,3783417878,232496912.8,765909560.9,644910000.3,35529928.47,3783417878
 11/04  19:00:00,74616546.55,0,0,559695334.5,3718427525,109412950.7,2096326816,3718427525,213899922.3,747070423.2,644910000.3,22514807.82,3718427525
 11/04  20:00:00,80771321.23,0,0,554632855.6,3578506181,86313574.08,2096326816,3578506181,184797437,717522467,556452688.2,35048086.47,3578506181
 11/04  21:00:00,80771321.23,0,0,555130577.3,3599963233,112292008.4,2096326816,3599963233,179778333.2,712192962.4,556452688.2,22521091.25,3599963233
 11/04  22:00:00,80771321.23,0,0,555932847,3537095700,112292712.8,2096326816,3537095700,204565138.2,736663278.3,467995376,35436635.36,3537095700
 11/04  23:00:00,80771321.23,0,0,547016000.8,3440084079,112285086.2,2096326816,3440084079,204935301.5,736942677.5,379538063.8,22352997.33,3440084079
 11/04  24:00:00,80771321.23,0,0,548351848.4,3329738062,112286629.4,2096326816,3329738062,181709206.8,713565319.6,291080751.6,9975553.087,3329738062
 11/05  01:00:00,80771321.23,0,0,564548042.9,3225030193,94918217.73,2096326816,3225030193,215484638.6,747066075.5,153357479.7,9975553.087,3225030193
 11/05  02:00:00,80771321.23,0,0,548864877.4,3170430982,86238519.04,2096326816,3170430982,185647773.7,716752534.6,153357479.7,9975553.087,3170430982
 11/05  03:00:00,80771321.23,0,0,546206116.6,3160943998,86235857.96,2096326816,3160943998,178834917.2,709727982.5,153357479.7,9975553.087,3160943998
 11/05  04:00:00,80771321.23,0,0,537514047.7,3197259012,112208169.3,2096326816,3197259012,197869688.5,728776671.2,153357479.7,9975553.087,3197259012
 11/05  05:00:00,80771321.23,0,0,534896389.6,3155115124,60249660.05,2096326816,3155115124,166073312.2,696959330.1,197586135.8,9975553.087,3155115124
 11/05  06:00:00,80771321.23,0,0,535068536.7,3265716859,32106641.34,2096326816,3265716859,216188606.8,746974940.3,286043448,9975553.087,3265716859
 11/05  07:00:00,80771321.23,0,0,532574385.8,3385138325,17021658.46,2096326816,3385138325,184091686.1,714654060.9,455140968.4,9975553.087,3385138325
 11/05  08:00:00,77740731.65,0,0,534878645.4,3409221313,60321142.02,2096326816,3409221313,178455927.7,708653503.4,442286560.9,9975553.087,3409221313
 11/05  09:00:00,73442836.7,0,0,543388456.2,3472708325,112283771.8,2096326816,3472708325,185768394,715368833.6,442286560.9,9975553.087,3472708325
 11/05  10:00:00,68896613.1,0,0,549646969.6,3337316472,112289009.7,2096326816,3337316472,181344982.3,710396650.9,309600592.6,9975553.087,3337316472
 11/05  11:00:00,68597662.29,0,0,611172770.4,3272777893,112359303.6,2096326816,3272777893,220182528.3,748766585.7,132685968.3,9975553.087,3272777893
 11/05  12:00:00,68546361.68,0,0,579139688.6,3161171369,86344293.7,2096326816,3161171369,168238409.3,696282203,132685968.3,22412360.92,3161171369
 11/05  13:00:00,68546361.68,0,0,652230316.2,3315272050,112390267.6,2096326816,3315272050,196110528.5,723697107.7,132685968.3,22420698.81,3315272050
 11/05  14:00:00,69469772.63,0,0,612387942.6,3238217800,112649751.5,2096326816,3238217800,171281071.6,698600885.2,132685968.3,35214432.69,3238217800
 11/05  15:00:00,68546361.68,0,0,733687085.1,3447401189,112515199.7,2096326816,3447401189,211507148.7,738767869.9,132685968.3,22498788.22,3447401189
 11/05  16:00:00,69993897.59,0,0,783237874.9,3512710514,112577806.9,2096326816,3512710514,225142905.1,752527117.8,132685968.3,22310453.61,3512710514
 11/05  17:00:00,78961047.7,0,0,667831982,3577138438,112393073.6,2096326816,3577138438,198360277.7,725795064.9,360256452.5,9975553.087,3577138438
 11/05  18:00:00,80771321.23,0,0,572416124.9,3676080654,86325959.48,2096326816,3676080654,162414880.6,689769524.5,644910000.3,22263372.54,3676080654
 11/05  19:00:00,80771321.23,0,0,562350603.5,3707452946,112294621.4,2096326816,3707452946,188737468.6,716248354.7,644910000.3,9975553.087,3707452946
 11/05  20:00:00,80771321.23,0,0,542367418.8,3563477257,86303945.07,2096326816,3563477257,181171965.9,709060722.2,556452688.2,22272697.28,3563477257
 11/05  21:00:00,80771321.23,0,0,529477923.7,3444763997,17020601.07,2096326816,3444763997,145503157.6,674243247.8,556452688.2,9975553.087,3444763997
 11/05  22:00:00,80771321.23,0,0,529587258.2,3424438838,8360684.798,2096326816,3424438838,222185892.7,751773150.8,467995376,34833534.21,3424438838
 11/05  23:00:00,80771321.23,0,0,530364675.8,3260124587,8360684.798,2096326816,3260124587,145551536.7,675916212.5,379538063.8,9975553.087,3260124587
 11/05  24:00:00,80771321.23,0,0,533606011.7,3268336653,60319289.52,2096326816,3268336653,187020973.4,718299574.8,291080751.6,22220097.91,3268336653
 11/06  01:00:00,80771321.23,0,0,534432298.2,3256151729,60248437.31,2227359132,3256151729,180771571.6,712879467.2,153357479.7,9975553.087,3256151729
 11/06  02:00:00,80771321.23,0,0,535304410.3,3261452287,60248437.39,2227359132,3261452287,185200017.7,718177137.5,153357479.7,9975553.087,3261452287
 11/06  03:00:00,80771321.23,0,0,536586914.4,3255416542,60248437.38,2227359132,3255416542,177881768.5,712147723.6,153357479.7,9975553.087,3255416542
 11/06  04:00:00,80771321.23,0,0,538001621.2,3270191184,60248437.52,2227359132,3270191184,191241703.7,726916024.5,153357479.7,9975553.087,3270191184
 11/06  05:00:00,80771321.23,0,0,538996011.5,3299458723,60248437.49,2227359132,3299458723,175286196.8,711961431.8,197586135.8,9975553.087,3299458723
 11/06  06:00:00,161542642.5,3475668.09,0,538665737.3,3442296161,34272925.36,2227359132,3442296161,175200786.8,712701418.6,286043448,13451221.18,3442296161
 11/06  07:00:00,147174715,551650625.2,0,538014914.3,3623732545,8992656.577,2227359132,3623732545,227838669.7,765853584,455140968.4,561626178.3,3623732545
 11/06  08:00:00,399702251,365857261.8,0,538263272.1,3865667097,8769537.067,2227359132,3865667097,230074855.7,768338127.7,442286560.9,403474603.7,3865667097
 11/06  09:00:00,1173696568,30749733.74,0,540431089.7,5491470721,60352923.64,2882520710,5491470721,372971380.3,910231421.7,442286560.9,141099919,5491470721
 11/06  10:00:00,1148712906,0,0,544926824.6,5468080788,112279602.4,2882520710,5468080788,450828663.3,987032041,309600592.6,142199259.7,5468080788
 11/06  11:00:00,1139816321,0,0,712800208.1,5407957290,112473153.4,2882520710,5407957290,395313613.1,930918020.6,132685968.3,141579211.3,5407957290
 11/06  12:00:00,1139816321,0,0,826657049.9,5538120246,112804232.3,2882520710,5538120246,390829159.8,925452610.6,132685968.3,167399937.9,5538120246
 11/06  13:00:00,1139816321,0,0,837765433.4,5398355080,112878180.8,2751488394,5398355080,368449296.7,902320375.6,132685968.3,194164023.9,5398355080
 11/06  14:00:00,1139816321,0,0,818457487.2,5582857677,112782032.2,2882520710,5582857677,442913130.9,976700801.3,132685968.3,190972274.9,5582857677
 11/06  15:00:00,1139816321,0,0,750645639.8,5580482355,112517647.2,2882520710,5580482355,517823933.1,1051772863,132685968.3,133894615.6,5580482355
 11/06  16:00:00,1169004809,0,0,723988489.9,5573097086,112457830.9,2882520710,5573097086,512468858.8,1047096441,132685968.3,124955268.1,5573097086
 11/06  17:00:00,1306145118,0,0,648538533.3,5778717847,112358949.6,2882520710,5778717847,438617768.9,974081014.9,360256452.5,157950419.1,5778717847
 11/06  18:00:00,746165465.5,0,0,556071221,4733282316,112285338.1,2358391447,4733282316,295721446.7,832125604,644910000.3,105336658.8,4733282316
 11/06  19:00:00,447699279.3,0,0,545215540.3,4255912508,112279343.4,2227359132,4255912508,259237723.7,796511565,644910000.3,67885595.83,4255912508
 11/06  20:00:00,447699279.3,0,0,545342881.2,4163837149,112279082.3,2227359132,4163837149,255492597.4,793474358.6,556452688.2,64416780.99,4163837149
 11/06  21:00:00,298466186.2,1047678.684,0,544938708.5,4008122913,112279943.5,2227359132,4008122913,249414766.1,787584001.5,556452688.2,65860828.59,4008122913
 11/06  22:00:00,298466186.2,0,0,545363242.2,3917304799,112279062.7,2227359132,3917304799,246630311.5,784692787.6,467995376,35257630.39,3917304799
 11/06  23:00:00,149233093.1,0,0,540198494,3560015637,19908085.3,2227359132,3560015637,224567280.3,762561421,379538063.8,22315377.74,3560015637
 11/06  24:00:00,74616546.55,0,0,538849242.9,3386175094,12690613.58,2227359132,3386175094,222367318.4,760921769.4,291080751.6,9975553.087,3386175094
 11/07  01:00:00,80771321.23,0,0,539627794.4,3241630950,16949600.07,2227359132,3241630950,204354134.3,743594183.6,153357479.7,9975553.087,3241630950
 11/07  02:00:00,80771321.23,0,0,539907762.1,3238601136,8289832.597,2227359132,3238601136,209704119.9,749611882,153357479.7,9975553.087,3238601136
 11/07  03:00:00,80771321.23,0,0,540390940.1,3228417171,8289832.597,2227359132,3228417171,199036976.5,739427916.6,153357479.7,9975553.087,3228417171
 11/07  04:00:00,80771321.23,0,0,541265211.4,3248915354,8289832.597,2227359132,3248915354,218660888.8,759926100.2,153357479.7,9975553.087,3248915354
 11/07  05:00:00,80771321.23,0,0,542206342.6,3273024364,8289832.597,2227359132,3273024364,197600111.1,739806453.7,197586135.8,9975553.087,3273024364
 11/07  06:00:00,161542642.5,0,0,542878245.4,3452949645,8289832.597,2227359132,3452949645,207624855.7,750503101,286043448,9975553.087,3452949645
 11/07  07:00:00,148339366.3,388839243.1,0,543213213.6,3633705218,8794245.848,2227359132,3633705218,231646803.3,774860016.8,455140968.4,398814796.2,3633705218
 11/07  08:00:00,408358525.7,270083180.1,0,542896191.5,3882890936,8657279.269,2227359132,3882890936,234121757.8,777017949.3,442286560.9,307814209,3882890936
 11/07  09:00:00,1173696568,73205326.63,0,543591946.1,5412554338,8439260.881,2882520710,5412554338,342807803.5,886399749.6,442286560.9,198127823.8,5412554338
 11/07  10:00:00,1162154041,46878767.23,0,544635415.5,5291156500,8410855.311,2882520710,5291156500,364623396.3,909258811.8,309600592.6,179605518.4,5291156500
 11/07  11:00:00,1139816321,1200958.108,0,549601175.5,5267061240,86300540.33,2882520710,5267061240,456925036.3,1001523741,132685968.3,137570989.1,5267061240
 11/07  12:00:00,1139816321,1479047.07,0,548717598,5209769167,86300624.9,2882520710,5209769167,400516456.7,944705240.7,132685968.3,167650326.5,5209769167
 11/07  13:00:00,1139816321,35251366.14,0,544970518,4942969660,8398329.192,2751488394,4942969660,346398640.6,891369158.6,132685968.3,236729715.2,4942969660
 11/07  14:00:00,1139816321,10219819.89,0,545544697.5,5123973669,8371568.102,2882520710,5123973669,395822915.5,941367613,132685968.3,212294342.8,5123973669
 11/07  15:00:00,1148992221,13175838.73,0,545863797.6,5134737300,8374729.563,2882520710,5134737300,397088384.8,942952182.4,132685968.3,149747870.2,5134737300
 11/07  16:00:00,1212974421,17695124.17,0,546338046.8,5202655774,8379572.902,2882520710,5202655774,400545566.1,946883612.9,132685968.3,127033778.9,5202655774
 11/07  17:00:00,1335054297,27277171.23,0,546786677,5557378133,8389873.011,2882520710,5557378133,405158634.8,951945311.8,360256452.5,187204977.6,5557378133
 11/07  18:00:00,746165465.5,72069090.49,0,547772958.4,4620676550,8438221.699,2358391447,4620676550,295786967.7,843559926,644910000.3,177245976.9,4620676550
 11/07  19:00:00,447699279.3,81265686.18,0,548076553.8,4158916401,8448194.426,2227359132,4158916401,263211752.7,811288306.4,644910000.3,163603197.4,4158916401
 11/07  20:00:00,447699279.3,84581806.39,0,548151272.1,4065886473,8451782.906,2227359132,4065886473,258560829.6,806712101.7,556452688.2,135503560.1,4065886473
 11/07  21:00:00,298466186.2,109655676.1,0,548281892.3,3909997492,8479046.745,2227359132,3909997492,251747057.6,800028949.9,556452688.2,174470562.7,3909997492
