Date/Time,ElectricityNet:Facility [J](Hourly),Heating:Electricity [J](Hourly),Heating:Gas [J](Hourly),Fans:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),WaterSystems:Electricity [J](Hourly),ElectricityPurchased:Facility [J](Hourly),ExteriorLights:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Electricity:HVAC [J](Hourly),Gas:Facility [J](Hourly),Gas:HVAC [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Water Heater:WaterSystems:Electricity [J](Hourly),Cooling:Electricity [J](Hourly) 
 04/04  17:00:00,37411352.99,0,0,5557023.551,14551927.33,2055596.969,37411352.99,0,2.18E-05,8325173.705,0,0,12478654.98,37411352.99,2055596.969,2768150.154
 04/04  18:00:00,24744446.61,0,0,5557023.551,10243213.19,2055596.969,24744446.61,0,2.18E-05,6206308.959,0,0,6239327.492,24744446.61,2055596.969,649285.4074
 04/04  19:00:00,19799687.91,0,0,5557023.551,7443472.39,2055596.969,19799687.91,2247864,2.18E-05,5557023.551,0,0,2495730.997,19799687.91,2055596.969,0
 04/04  20:00:00,15410316.96,0,0,0,7487192.991,2055596.969,15410316.96,3371796,2.18E-05,0,0,0,2495730.997,15410316.96,2055596.969,0
 04/04  21:00:00,13627651.96,0,0,0,5704527.993,2055596.969,13627651.96,3371796,2.18E-05,0,0,0,2495730.997,13627651.96,2055596.969,0
 04/04  22:00:00,13627651.96,0,0,0,5704527.993,2055596.969,13627651.96,3371796,2.18E-05,0,0,0,2495730.997,13627651.96,2055596.969,0
 04/04  23:00:00,12023253.46,0,0,0,4100129.495,2055596.969,12023253.46,3371796,0,0,0,0,2495730.997,12023253.46,2055596.969,0
 04/04  24:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
 04/05  01:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 04/05  02:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 04/05  03:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 04/05  04:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 04/05  05:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 04/05  06:00:00,14276800.96,0,0,0,4100129.495,2055596.969,14276800.96,1881747,0,0,0,0,6239327.492,14276800.96,2055596.969,0
 04/05  07:00:00,19673119.28,1851236.081,0,5557023.551,3969935.189,2055596.969,19673119.28,0,0,7408259.632,0,0,6239327.492,19673119.28,2055596.969,0
 04/05  08:00:00,21177523.28,470194.1026,0,5557023.551,6855381.163,2055596.969,21177523.28,0,2.18E-05,6027217.654,0,0,6239327.492,21177523.28,2055596.969,0
 04/05  09:00:00,34389030.77,0,0,5557023.551,14297755.26,2055596.969,34389030.77,0,2.18E-05,5557023.551,0,0,12478654.98,34389030.77,2055596.969,0
 04/05  10:00:00,34062238.11,0,0,5557023.551,13970962.6,2055596.969,34062238.11,0,2.18E-05,5557023.551,0,0,12478654.98,34062238.11,2055596.969,0
 04/05  11:00:00,34044638.89,0,0,5557023.551,13953363.38,2055596.969,34044638.89,0,2.18E-05,5557023.551,0,0,12478654.98,34044638.89,2055596.969,0
 04/05  12:00:00,33898679.94,0,0,5557023.551,13805766.86,2055596.969,33898679.94,0,2.18E-05,5558661.125,0,0,12478654.98,33898679.94,2055596.969,1637.57395
 04/05  13:00:00,31947546.24,0,0,5557023.551,12599726.52,2055596.969,31947546.24,0,2.18E-05,5562287.066,0,0,11729935.69,31947546.24,2055596.969,5263.514675
 04/05  14:00:00,34520957.84,0,0,5557023.551,13976785.13,2055596.969,34520957.84,0,2.18E-05,6009920.752,0,0,12478654.98,34520957.84,2055596.969,452897.2011
 04/05  15:00:00,35100483.19,0,0,5557023.551,14067004.95,2055596.969,35100483.19,0,2.18E-05,6499226.292,0,0,12478654.98,35100483.19,2055596.969,942202.7408
 04/05  16:00:00,35844275.94,0,0,5557023.551,14297755.26,2055596.969,35844275.94,0,2.18E-05,7012268.725,0,0,12478654.98,35844275.94,2055596.969,1455245.173
 04/05  17:00:00,36323773.64,0,0,5557023.551,14624547.92,2055596.969,36323773.64,0,2.18E-05,7164973.763,0,0,12478654.98,36323773.64,2055596.969,1607950.212
 04/05  18:00:00,24645308.88,0,0,5557023.551,10243213.19,2055596.969,24645308.88,0,2.18E-05,6107171.227,0,0,6239327.492,24645308.88,2055596.969,550147.6753
 04/05  19:00:00,19799687.91,0,0,5557023.551,7443472.39,2055596.969,19799687.91,2247864,2.18E-05,5557023.551,0,0,2495730.997,19799687.91,2055596.969,0
 04/05  20:00:00,15410316.96,0,0,0,7487192.991,2055596.969,15410316.96,3371796,2.18E-05,0,0,0,2495730.997,15410316.96,2055596.969,0
 04/05  21:00:00,13627651.96,0,0,0,5704527.993,2055596.969,13627651.96,3371796,2.18E-05,0,0,0,2495730.997,13627651.96,2055596.969,0
 04/05  22:00:00,13627651.96,0,0,0,5704527.993,2055596.969,13627651.96,3371796,2.18E-05,0,0,0,2495730.997,13627651.96,2055596.969,0
 04/05  23:00:00,12023253.46,0,0,0,4100129.495,2055596.969,12023253.46,3371796,0,0,0,0,2495730.997,12023253.46,2055596.969,0
 04/05  24:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
 04/06  01:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 04/06  02:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 04/06  03:00:00,14211817.86,450000,0,0,3208796.996,2055596.969,14211817.86,2258096.4,0,450000,0,0,6239327.492,14211817.86,2055596.969,0
 04/06  04:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 04/06  05:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 04/06  06:00:00,14176509.32,300000,0,0,4076187.261,2055596.969,14176509.32,1505397.6,0,300000,0,0,6239327.492,14176509.32,2055596.969,0
 04/06  07:00:00,19546218.74,1820104.476,0,5557023.551,3874166.254,2055596.969,19546218.74,0,0,7377128.028,0,0,6239327.492,19546218.74,2055596.969,0
 04/06  08:00:00,21232489.23,555752.1883,0,5557023.551,6824789.03,2055596.969,21232489.23,0,2.18E-05,6112775.74,0,0,6239327.492,21232489.23,2055596.969,0
 04/06  09:00:00,34517081.37,0,0,5557023.551,14297755.26,2055596.969,34517081.37,0,2.18E-05,5685074.149,0,0,12478654.98,34517081.37,2055596.969,128050.5978
 04/06  10:00:00,34304577.96,0,0,5557023.551,13887808.81,2055596.969,34304577.96,0,2.18E-05,5882517.195,0,0,12478654.98,34304577.96,2055596.969,325493.6441
 04/06  11:00:00,33930221.09,0,0,5557023.551,13582082.56,2055596.969,33930221.09,0,2.18E-05,5813886.575,0,0,12478654.98,33930221.09,2055596.969,256863.0232
 04/06  12:00:00,34175871.42,0,0,5557023.551,13558660.81,2055596.969,34175871.42,0,2.18E-05,6082958.658,0,0,12478654.98,34175871.42,2055596.969,525935.1064
 04/06  13:00:00,31998513.69,0,0,5557023.551,12052142.94,2055596.969,31998513.69,0,2.18E-05,6160838.089,0,0,11729935.69,31998513.69,2055596.969,603814.5377
 04/06  14:00:00,35084941.75,0,0,5557023.551,13511817.31,2055596.969,35084941.75,0,2.18E-05,7038872.49,0,0,12478654.98,35084941.75,2055596.969,1481848.938
 04/06  15:00:00,35817006.39,0,0,5557023.551,13576260.04,2055596.969,35817006.39,0,2.18E-05,7706494.4,0,0,12478654.98,35817006.39,2055596.969,2149470.848
 04/06  16:00:00,36435932.6,0,0,5557023.551,13778877.92,2055596.969,36435932.6,0,2.18E-05,8122802.718,0,0,12478654.98,36435932.6,2055596.969,2565779.167
 04/06  17:00:00,36906332.84,0,0,5557023.551,14261444.97,2055596.969,36906332.84,0,2.18E-05,8110635.913,0,0,12478654.98,36906332.84,2055596.969,2553612.362
 04/06  18:00:00,24555177.88,0,0,5557023.551,10209867.31,2055596.969,24555177.88,0,2.18E-05,6050386.105,0,0,6239327.492,24555177.88,2055596.969,493362.5537
 04/06  19:00:00,19799687.91,0,0,5557023.551,7443472.39,2055596.969,19799687.91,2247864,2.18E-05,5557023.551,0,0,2495730.997,19799687.91,2055596.969,0
 04/06  20:00:00,15410316.96,0,0,0,7487192.991,2055596.969,15410316.96,3371796,2.18E-05,0,0,0,2495730.997,15410316.96,2055596.969,0
 04/06  21:00:00,13627651.96,0,0,0,5704527.993,2055596.969,13627651.96,3371796,2.18E-05,0,0,0,2495730.997,13627651.96,2055596.969,0
 04/06  22:00:00,13627651.96,0,0,0,5704527.993,2055596.969,13627651.96,3371796,2.18E-05,0,0,0,2495730.997,13627651.96,2055596.969,0
 04/06  23:00:00,12023253.46,0,0,0,4100129.495,2055596.969,12023253.46,3371796,0,0,0,0,2495730.997,12023253.46,2055596.969,0
 04/06  24:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
 04/07  01:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 04/07  02:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 04/07  03:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 04/07  04:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 04/07  05:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 04/07  06:00:00,13894466,0,0,0,4094143.937,2055596.969,13894466,1505397.6,0,0,0,0,6239327.492,13894466,2055596.969,0
 04/07  07:00:00,18238980.45,495511.4315,0,5557023.551,3891521.009,2055596.969,18238980.45,0,0,6052534.983,0,0,6239327.492,18238980.45,2055596.969,0
 04/07  08:00:00,20668377.35,37559.22964,0,5557023.551,6778870.112,2055596.969,20668377.35,0,2.18E-05,5594582.781,0,0,6239327.492,20668377.35,2055596.969,0
 04/07  09:00:00,33972946.85,0,0,5557023.551,13815188.22,2055596.969,33972946.85,0,2.18E-05,5623506.675,0,0,12478654.98,33972946.85,2055596.969,66483.12323
 04/07  10:00:00,34000556.43,0,0,5557023.551,13635992.08,2055596.969,34000556.43,0,2.18E-05,5830312.399,0,0,12478654.98,34000556.43,2055596.969,273288.8479
 04/07  11:00:00,33817215.27,0,0,5557023.551,13418130.31,2055596.969,33817215.27,0,2.18E-05,5864833.01,0,0,12478654.98,33817215.27,2055596.969,307809.4587
 04/07  12:00:00,34074470.17,0,0,5557023.551,13394708.56,2055596.969,34074470.17,0,2.18E-05,6145509.656,0,0,12478654.98,34074470.17,2055596.969,588486.1042
 04/07  13:00:00,31882338.4,0,0,5557023.551,11991778.58,2055596.969,31882338.4,0,2.18E-05,6105027.169,0,0,11729935.69,31882338.4,2055596.969,548003.6178
 04/07  14:00:00,35248935.85,0,0,5557023.551,13846787.83,2055596.969,35248935.85,0,2.18E-05,6867896.06,0,0,12478654.98,35248935.85,2055596.969,1310872.508
 04/07  15:00:00,35567791.26,0,0,5557023.551,14119670.97,2055596.969,35567791.26,0,2.18E-05,6913868.331,0,0,12478654.98,35567791.26,2055596.969,1356844.779
 04/07  16:00:00,35937227.09,0,0,5557023.551,14563572.38,2055596.969,35937227.09,0,2.18E-05,6839402.753,0,0,12478654.98,35937227.09,2055596.969,1282379.202
 04/07  17:00:00,36504330.14,0,0,5557023.551,15319022.57,2055596.969,36504330.14,0,2.18E-05,6651055.617,0,0,12478654.98,36504330.14,2055596.969,1094032.065
 04/07  18:00:00,24694455.02,0,0,5557023.551,10842507,2055596.969,24694455.02,0,2.18E-05,5557023.551,0,0,6239327.492,24694455.02,2055596.969,0
 04/07  19:00:00,19281442.51,0,0,5557023.551,7487192.991,2055596.969,19281442.51,1685898,2.18E-05,5557023.551,0,0,2495730.997,19281442.51,2055596.969,0
 04/07  20:00:00,15410316.96,0,0,0,7487192.991,2055596.969,15410316.96,3371796,2.18E-05,0,0,0,2495730.997,15410316.96,2055596.969,0
 04/07  21:00:00,13627651.96,0,0,0,5704527.993,2055596.969,13627651.96,3371796,2.18E-05,0,0,0,2495730.997,13627651.96,2055596.969,0
 04/07  22:00:00,13627651.96,0,0,0,5704527.993,2055596.969,13627651.96,3371796,2.18E-05,0,0,0,2495730.997,13627651.96,2055596.969,0
 04/07  23:00:00,12023253.46,0,0,0,4100129.495,2055596.969,12023253.46,3371796,0,0,0,0,2495730.997,12023253.46,2055596.969,0
 04/07  24:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
 04/08  01:00:00,10018221.36,0,0,0,3208796.996,2055596.969,10018221.36,2258096.4,0,0,0,0,2495730.997,10018221.36,2055596.969,0
 04/08  02:00:00,10018221.36,0,0,0,3208796.996,2055596.969,10018221.36,2258096.4,0,0,0,0,2495730.997,10018221.36,2055596.969,0
 04/08  03:00:00,10018221.36,0,0,0,3208796.996,2055596.969,10018221.36,2258096.4,0,0,0,0,2495730.997,10018221.36,2055596.969,0
 04/08  04:00:00,10018221.36,0,0,0,3208796.996,2055596.969,10018221.36,2258096.4,0,0,0,0,2495730.997,10018221.36,2055596.969,0
 04/08  05:00:00,10018221.36,0,0,0,3208796.996,2055596.969,10018221.36,2258096.4,0,0,0,0,2495730.997,10018221.36,2055596.969,0
 04/08  06:00:00,9265522.562,0,0,0,3208796.996,2055596.969,9265522.562,1505397.6,0,0,0,0,2495730.997,9265522.562,2055596.969,0
 04/08  07:00:00,7731547.794,0,0,0,3180219.828,2055596.969,7731547.794,0,0,0,0,0,2495730.997,7731547.794,2055596.969,0
 04/08  08:00:00,7548138.375,0,0,0,2996810.408,2055596.969,7548138.375,0,0,0,0,0,2495730.997,7548138.375,2055596.969,0
 04/08  09:00:00,7389786.279,0,0,0,2838458.313,2055596.969,7389786.279,0,0,0,0,0,2495730.997,7389786.279,2055596.969,0
 04/08  10:00:00,7306632.483,0,0,0,2755304.517,2055596.969,7306632.483,0,0,0,0,0,2495730.997,7306632.483,2055596.969,0
 04/08  11:00:00,7330054.233,0,0,0,2778726.267,2055596.969,7330054.233,0,0,0,0,0,2495730.997,7330054.233,2055596.969,0
 04/08  12:00:00,7311316.833,0,0,0,2759988.867,2055596.969,7311316.833,0,0,0,0,0,2495730.997,7311316.833,2055596.969,0
 04/08  13:00:00,7377839.87,0,0,0,2826511.904,2055596.969,7377839.87,0,0,0,0,0,2495730.997,7377839.87,2055596.969,0
 04/08  14:00:00,7330054.233,0,0,0,2778726.267,2055596.969,7330054.233,0,0,0,0,0,2495730.997,7330054.233,2055596.969,0
 04/08  15:00:00,7387679.638,0,0,0,2836351.672,2055596.969,7387679.638,0,0,0,0,0,2495730.997,7387679.638,2055596.969,0
 04/08  16:00:00,7569453.484,0,0,0,3018125.518,2055596.969,7569453.484,0,0,0,0,0,2495730.997,7569453.484,2055596.969,0
 04/08  17:00:00,7593346.302,0,0,0,3042018.336,2055596.969,7593346.302,0,0,0,0,0,2495730.997,7593346.302,2055596.969,0
 04/08  18:00:00,7726863.444,0,0,0,3175535.478,2055596.969,7726863.444,0,0,0,0,0,2495730.997,7726863.444,2055596.969,0
 04/08  19:00:00,9446022.962,0,0,0,3208796.996,2055596.969,9446022.962,1685898,0,0,0,0,2495730.997,9446022.962,2055596.969,0
 04/08  20:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
 04/08  21:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
 04/08  22:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
 04/08  23:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
 04/08  24:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
 04/09  01:00:00,10018221.36,0,0,0,3208796.996,2055596.969,10018221.36,2258096.4,0,0,0,0,2495730.997,10018221.36,2055596.969,0
 04/09  02:00:00,10018221.36,0,0,0,3208796.996,2055596.969,10018221.36,2258096.4,0,0,0,0,2495730.997,10018221.36,2055596.969,0
 04/09  03:00:00,10018221.36,0,0,0,3208796.996,2055596.969,10018221.36,2258096.4,0,0,0,0,2495730.997,10018221.36,2055596.969,0
 04/09  04:00:00,10018221.36,0,0,0,3208796.996,2055596.969,10018221.36,2258096.4,0,0,0,0,2495730.997,10018221.36,2055596.969,0
 04/09  05:00:00,10018221.36,0,0,0,3208796.996,2055596.969,10018221.36,2258096.4,0,0,0,0,2495730.997,10018221.36,2055596.969,0
 04/09  06:00:00,9265522.562,0,0,0,3208796.996,2055596.969,9265522.562,1505397.6,0,0,0,0,2495730.997,9265522.562,2055596.969,0
 04/09  07:00:00,7712339.326,0,0,0,3161011.36,2055596.969,7712339.326,0,0,0,0,0,2495730.997,7712339.326,2055596.969,0
 04/09  08:00:00,7493090.679,0,0,0,2941762.713,2055596.969,7493090.679,0,0,0,0,0,2495730.997,7493090.679,2055596.969,0
 04/09  09:00:00,7380417.579,0,0,0,2829089.613,2055596.969,7380417.579,0,0,0,0,0,2495730.997,7380417.579,2055596.969,0
 04/09  10:00:00,7286481.879,0,0,0,2735153.913,2055596.969,7286481.879,0,0,0,0,0,2495730.997,7286481.879,2055596.969,0
 04/09  11:00:00,7284846.306,0,0,0,2733518.339,2055596.969,7284846.306,0,0,0,0,0,2495730.997,7284846.306,2055596.969,0
 04/09  12:00:00,7273842.032,0,0,0,2722514.066,2055596.969,7273842.032,0,0,0,0,0,2495730.997,7273842.032,2055596.969,0
 04/09  13:00:00,7278526.382,0,0,0,2727198.416,2055596.969,7278526.382,0,0,0,0,0,2495730.997,7278526.382,2055596.969,0
 04/09  14:00:00,7306632.483,0,0,0,2755304.517,2055596.969,7306632.483,0,0,0,0,0,2495730.997,7306632.483,2055596.969,0
 04/09  15:00:00,7278526.382,0,0,0,2727198.416,2055596.969,7278526.382,0,0,0,0,0,2495730.997,7278526.382,2055596.969,0
 04/09  16:00:00,7297734.851,0,0,0,2746406.884,2055596.969,7297734.851,0,0,0,0,0,2495730.997,7297734.851,2055596.969,0
 04/09  17:00:00,7407359.174,0,0,0,2856031.208,2055596.969,7407359.174,0,0,0,0,0,2495730.997,7407359.174,2055596.969,0
 04/09  18:00:00,7613025.838,0,0,0,3061697.872,2055596.969,7613025.838,0,0,0,0,0,2495730.997,7613025.838,2055596.969,0
 04/09  19:00:00,9446022.962,0,0,0,3208796.996,2055596.969,9446022.962,1685898,0,0,0,0,2495730.997,9446022.962,2055596.969,0
 04/09  20:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
 04/09  21:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
 04/09  22:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
 04/09  23:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
 04/09  24:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
 04/10  01:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 04/10  02:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 04/10  03:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 04/10  04:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 04/10  05:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 04/10  06:00:00,13876509.32,0,0,0,4076187.261,2055596.969,13876509.32,1505397.6,0,0,0,0,6239327.492,13876509.32,2055596.969,0
 04/10  07:00:00,18329434.63,639835.6349,0,5557023.551,3837650.983,2055596.969,18329434.63,0,0,6196859.186,0,0,6239327.492,18329434.63,2055596.969,0
 04/10  08:00:00,20678533.51,52630.88475,0,5557023.551,6773954.616,2055596.969,20678533.51,0,2.18E-05,5609654.436,0,0,6239327.492,20678533.51,2055596.969,0
 04/10  09:00:00,34067519.69,0,0,5557023.551,13828076.76,2055596.969,34067519.69,0,2.18E-05,5705190.97,0,0,12478654.98,34067519.69,2055596.969,148167.4183
 04/10  10:00:00,34073993.22,0,0,5557023.551,13635992.08,2055596.969,34073993.22,0,2.18E-05,5903749.182,0,0,12478654.98,34073993.22,2055596.969,346725.6311
 04/10  11:00:00,33930240.59,0,0,5557023.551,13558660.81,2055596.969,33930240.59,0,2.18E-05,5837327.828,0,0,12478654.98,33930240.59,2055596.969,280304.2762
 04/10  12:00:00,34305717.73,0,0,5557023.551,13906519.88,2055596.969,34305717.73,0,2.18E-05,5864945.894,0,0,12478654.98,34305717.73,2055596.969,307922.3423
 04/10  13:00:00,32029055.73,0,0,5557023.551,12499817.13,2055596.969,32029055.73,0,2.18E-05,5743705.952,0,0,11729935.69,32029055.73,2055596.969,186682.4006
 04/10  14:00:00,34881133,0,0,5557023.551,13870209.58,2055596.969,34881133,0,2.18E-05,6476671.457,0,0,12478654.98,34881133,2055596.969,919647.9052
 04/10  15:00:00,35114289.25,0,0,5557023.551,14192291.56,2055596.969,35114289.25,0,2.18E-05,6387745.728,0,0,12478654.98,35114289.25,2055596.969,830722.1766
 04/10  16:00:00,35330916.75,0,0,5557023.551,14252023.61,2055596.969,35330916.75,0,2.18E-05,6544641.187,0,0,12478654.98,35330916.75,2055596.969,987617.6354
 04/10  17:00:00,35738750.44,0,0,5557023.551,14529617.43,2055596.969,35738750.44,0,2.18E-05,6674881.062,0,0,12478654.98,35738750.44,2055596.969,1117857.511
 04/10  18:00:00,24256174.27,0,0,5557023.551,10384489.47,2055596.969,24256174.27,0,2.18E-05,5576760.336,0,0,6239327.492,24256174.27,2055596.969,19736.78446
 04/10  19:00:00,19270512.36,0,0,5557023.551,7476262.841,2055596.969,19270512.36,1685898,2.18E-05,5557023.551,0,0,2495730.997,19270512.36,2055596.969,0
 04/10  20:00:00,15410316.96,0,0,0,7487192.991,2055596.969,15410316.96,3371796,2.18E-05,0,0,0,2495730.997,15410316.96,2055596.969,0
 04/10  21:00:00,13627651.96,0,0,0,5704527.993,2055596.969,13627651.96,3371796,2.18E-05,0,0,0,2495730.997,13627651.96,2055596.969,0
 04/10  22:00:00,13627651.96,0,0,0,5704527.993,2055596.969,13627651.96,3371796,2.18E-05,0,0,0,2495730.997,13627651.96,2055596.969,0
 04/10  23:00:00,12023253.46,0,0,0,4100129.495,2055596.969,12023253.46,3371796,0,0,0,0,2495730.997,12023253.46,2055596.969,0
 04/10  24:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
 04/11  01:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 04/11  02:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 04/11  03:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 04/11  04:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 04/11  05:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 04/11  06:00:00,13894466,0,0,0,4094143.937,2055596.969,13894466,1505397.6,0,0,0,0,6239327.492,13894466,2055596.969,0
 04/11  07:00:00,17962263.4,218794.3768,0,5557023.551,3891521.009,2055596.969,17962263.4,0,0,5775817.928,0,0,6239327.492,17962263.4,2055596.969,0
 04/11  08:00:00,20589958.94,3960.578611,0,5557023.551,6734050.353,2055596.969,20589958.94,0,2.18E-05,5560984.13,0,0,6239327.492,20589958.94,2055596.969,0
 04/11  09:00:00,33972423.22,0,0,5557023.551,13732034.42,2055596.969,33972423.22,0,2.18E-05,5706136.845,0,0,12478654.98,33972423.22,2055596.969,149113.2941
 04/11  10:00:00,34010062.92,0,0,5557023.551,13539949.74,2055596.969,34010062.92,0,2.18E-05,5935861.227,0,0,12478654.98,34010062.92,2055596.969,378837.6755
 04/11  11:00:00,34106272.21,0,0,5557023.551,13488395.56,2055596.969,34106272.21,0,2.18E-05,6083624.694,0,0,12478654.98,34106272.21,2055596.969,526601.1423
 04/11  12:00:00,34502811.54,0,0,5557023.551,13394708.56,2055596.969,34502811.54,0,2.18E-05,6573851.027,0,0,12478654.98,34502811.54,2055596.969,1016827.476
 04/11  13:00:00,32149059.16,0,0,5557023.551,11680476.88,2055596.969,32149059.16,0,2.18E-05,6683049.623,0,0,11729935.69,32149059.16,2055596.969,1126026.071
 04/11  14:00:00,36179188.81,0,0,5557023.551,13418130.31,2055596.969,36179188.81,0,2.18E-05,8226806.552,0,0,12478654.98,36179188.81,2055596.969,2669783.001
 04/11  15:00:00,37117949.84,0,0,5557023.551,13539949.74,2055596.969,37117949.84,0,2.18E-05,9043748.15,0,0,12478654.98,37117949.84,2055596.969,3486724.599
 04/11  16:00:00,37808909.88,0,0,5557023.551,13695724.13,2055596.969,37808909.88,0,2.18E-05,9578933.801,0,0,12478654.98,37808909.88,2055596.969,4021910.25
 04/11  17:00:00,38364840.12,0,0,5557023.551,14321177.01,2055596.969,38364840.12,0,2.18E-05,9509411.154,0,0,12478654.98,38364840.12,2055596.969,3952387.602
 04/11  18:00:00,25369768.69,0,0,5557023.551,10224145.65,2055596.969,25369768.69,0,2.18E-05,6850698.571,0,0,6239327.492,25369768.69,2055596.969,1293675.02
 04/11  19:00:00,19259582.21,0,0,5557023.551,7465332.691,2055596.969,19259582.21,1685898,2.18E-05,5557023.551,0,0,2495730.997,19259582.21,2055596.969,0
 04/11  20:00:00,15410316.96,0,0,0,7487192.991,2055596.969,15410316.96,3371796,2.18E-05,0,0,0,2495730.997,15410316.96,2055596.969,0
 04/11  21:00:00,13627651.96,0,0,0,5704527.993,2055596.969,13627651.96,3371796,2.18E-05,0,0,0,2495730.997,13627651.96,2055596.969,0
